"skuDisplayName","parentDisplayName","sku","parentSku","itemQty","skuGrossWeight","parentGrossWeight","expectedGrossWeight"
"Katyayani Prom Farmer 50 KG x 2","Katyayani Prom Farmer 50 KG x 1 ","K-5061","K-5174",2,110,55,
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1","Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1","K-501","K-501",1,0.275,0.275,
"Katyayani PROPI - Propineb 70% WP 800gm x 50","Katyayani PROPI - Propineb 70% WP 800gm x 1","K-532","K-527",50,44,0.88,
"Katyayani Organic manure 50kg x 20","Katyayani Organic manure 50kg x 1","K-5096","K-5086",20,1100,55,
"Katyayani NPK 13 40 13 1kg x 20","Katyayani NPK 13 40 13 1 kg X 1","K-6307","K-5831",20,22,1.1,
"Katyayani Chlorothalonil 75% wp 250gm x 20","Katyayani Chlorothalonil 75% wp 250gm x 1","K-1343","K-1338",20,5.5,0.275,
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1","Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1","K-515","K-515",1,0.44,0.44,
"Katyayani PROPI - Propineb 70% WP 400gm x 75","Katyayani PROPI - Propineb 70% WP 400gm x 1","K-5089","K-1250",75,33,0.44,
"Katyayani Boost (Propiconazole 25 % EC) 100ml x 1","Katyayani Boost (Propiconazole 25 % EC) 100ml x 1","K-1246","K-1246",1,0.11,0.11,
"Katyayani ammonium molybnate 52% 100gm x 10","Katyayani ammonium molybnate 52% 100gm x 1","K-5726","K-5723",10,1.1,0.11,
"Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 4","Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 1","K-6264","K-6262",4,2.2,0.55,
"Katyayani Trichoderma harzianum 1 ltr x 5","Katyayani Trichoderma harzianum 1 ltr x 1","K-464","K-462",5,5.5,1.1,
"Katyayani Copper Sulphate 470g x 1","Katyayani Copper Sulphate 470g x 1","K-5810","K-5810",1,0.517,0.517,
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 25","Katyayani kzeb (Mancozeb 75% WP) 800gm x 1","K-565","K-561",25,22,0.88,
"Katyayani thifluzamide  Peter 150ML x 20","Katyayani thifluzamide  Peter 150ML x 1","K-5259","K-5254",20,3.3,0.165,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1","K-577","K-577",1,0.275,0.275,
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1","Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1","K-6517","K-6517",1,0.11,0.11,
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1","Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1","K-554","K-554",1,1.1,1.1,
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 5","Katyayani kzeb (Mancozeb 75% WP) 800gm x 1","K-563","K-561",5,4.4,0.88,
"Katyayani Pseudomonas Fluorescens 1 kg x 10","Katyayani Pseudomonas Fluorescens 1 kg x 1 ","K-5126","K-5120",10,11,1.1,
"Katyayani Pseudomonas fluorescence 1 ltr x 5","Katyayani Pseudomonas fluorescence 1 ltr x 1","K-472","K-470",5,5.5,1.1,
"Katyayani Npk 12 61 00 1kg x 10","Katyayani Npk 12 61 00 1kg x 1","K-6302","K-5971",10,11,1.1,
"Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 2","Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 1 ","K-5681","K-5680",2,8.8,4.4,
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 25 ltr x 1","Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 25 ltr x 1","K-6575","K-6575",1,27.5,27.5,
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 7","Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 1","K-1215","K-533",7,1.925,0.275,
"Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 250 ml x 1","Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 250 ml x 1","K-6367","K-6367",1,0.275,0.275,
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20","Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1","K-506","K-501",20,5.5,0.275,
"Katyayani NPK 13 40 13 1kg x 3","Katyayani NPK 13 40 13 1 kg X 1","K-6304","K-5831",3,3.3,1.1,
"Katyayani All in 1 Organic Fungicide 100gm x 36","Katyayani All in 1 Organic Fungicide 100gm x 1","K-447","K-442",36,3.96,0.11,
"Katyayani Organic PROM Fertilizer 10kg Bucket x 40","Katyayani Organic PROM Fertilizer 10 kg Bucket x 1","K-5133","K-5097",40,440,11,
"Katyayani npk 19 19 19 470 gm x 1","Katyayani npk 19 19 19 470 gm x 1","K-39","K-39",1,0.517,0.517,
"Katyayani Rootfast 100gm x 8","Katyayani Rootfast 100gm x 1","K-1300","K-1298",8,0.88,0.11,
"Katyayani Bio Zyme 35kg x 4","Katyayani ZYME Bucket 35 KG X 1 ","K-5195","K-5099",4,154,38.5,
"Katyayani Npk 12 61 00 1kg x 5","Katyayani Npk 12 61 00 1kg x 1","K-6301","K-5971",5,5.5,1.1,
"Katyayani Trichoderma harzianum 1 ltr x 3","Katyayani Trichoderma harzianum 1 ltr x 1","K-463","K-462",3,3.3,1.1,
"Katyayani Starch superabsorbent WATER HOLD 1 kg x 1","Katyayani Starch superabsorbent WATER HOLD 1 kg x 1","K-5173","K-5173",1,1.1,1.1,
"Katyayani SULVET - sulphur 80% wdg 1kg x 1","Katyayani SULVET - sulphur 80% wdg 1kg x 1","K-5327","K-5327",1,1.1,1.1,
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 6","Katyayani Boost (Propiconazole 25 % EC) 250ml x 1","K-436","K-433",6,1.65,0.275,
"Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 5","Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 1","K-5360","K-5358",5,5.5,1.1,
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 20","Katyayani Boost (Propiconazole 25 % EC) 250ml x 1","K-438","K-433",20,5.5,0.275,
"Katyayani NPK 00 00 23 470gm x 1","Katyayani NPK 00 00 23 470gm x 1","K-5670","K-5670",1,0.517,0.517,
"Katyayani Prom Farmer 25 kg x 1","Katyayani Prom Farmer 25 kg x 1","K-6394","K-6394",1,27.5,27.5,
"Katyayani Concor 250ml x 3","Katyayani Concor 250ml x 1","K-509","K-508",3,0.825,0.275,
"Katyayani Zinc Oxide 39.5% SC 100 ml x 1","Katyayani Zinc Oxide 39.5% SC 100 ml x 1","K-6559","K-6559",1,0.11,0.11,
"Katyayani dismiss (Dimethomorph 50% WP) 25kg x 1","Katyayani dismiss (Dimethomorph 50% WP) 25kg x 1","K-6145","K-6145",1,27.5,27.5,
"Katyayani Paecilomyces Lilacinus 1 ltr x 10","Katyayani Paecilomyces Lilacinus 1 ltr x 1","K-477","K-474",10,11,1.1,
"Katyayani Boric Acid 397gm x 1","Katyayani Boric Acid 397gm x 1","K-5631","K-5631",1,0.4367,0.4367,
"Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 1","Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 1","K-5358","K-5358",1,1.1,1.1,
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 kg x 1","Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 1 kg x 1","K-6349","K-6349",1,1.1,1.1,
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 1","Katyayani Boost (Propiconazole 25 % EC) 250ml x 1","K-433","K-433",1,0.275,0.275,
"Katyayani K-RAJA (MYCORRIZA) 1 Kg x 1","Katyayani K-RAJA (MYCORRIZA) 1 Kg x 1","K-6706","K-6706",1,1.1,1.1,
"Katyayani NPK 13 40 13 1kg x 10","Katyayani NPK 13 40 13 1 kg X 1","K-6306","K-5831",10,11,1.1,
"Katyayani Humic Zyme Plus 10KG Bucket x 1","Katyayani Humic Zyme Plus 10KG Bucket x 1","K-5878","K-5878",1,11,11,
"Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 5","Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1","K-5403","K-5401",5,5.5,1.1,
"Katyayani Copper Sulphate 470g x 4","Katyayani Copper Sulphate 470g x 1","K-5812","K-5810",4,2.068,0.517,
"Katyayani Validamycin 3% L 500 ml x 1","Katyayani Validamycin 3% L 500 ml x 1","K-6667","K-6667",1,0.55,0.55,
"Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 1 ","Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 1 ","K-5151","K-5151",1,1.1,1.1,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 20","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1","K-582","K-577",20,5.5,0.275,
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 50","Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1","K-1216","K-554",50,55,1.1,
"Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 20","Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1","K-6512","K-6511",20,2.2,0.11,
"Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 50","Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1","K-6514","K-6511",50,5.5,0.11,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 2","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 1","K-6619","K-5687",2,0.11,0.055,
"Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 10","Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 1 ","K-5123","K-5119",10,11,1.1,
"Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 5","Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 1 ","K-5122","K-5119",5,5.5,1.1,
"Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 10","Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 1","K-5361","K-5358",10,11,1.1,
"Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4","Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1","K-497","K-495",4,1.1,0.275,
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 10","Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500 gm x 1","K-5784","K-540",10,5.5,0.55,
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250 gm x 40","Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 1","K-6479","K-1190",40,11,0.275,
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 3","Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1","K-6518","K-6517",3,0.33,0.11,
"Katyayani Copper Sulphate 460 gm x 1","Katyayani Copper Sulphate 460 gm x 1","K-1272","K-1272",1,0.506,0.506,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 2","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1","K-6621","K-5690",2,0.22,0.11,
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 10","Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1","K-6354","K-6351",10,11,1.1,
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1","Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1","K-6351","K-6351",1,1.1,1.1,
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ","Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ","K-5146","K-5146",1,1.1,1.1,
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 50","Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 1","K-5468","K-5551",50,0.33,0.0066,
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 12","Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1","K-5635","K-5824",12,3.3,0.275,
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 20","Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1","K-5636","K-5824",20,5.5,0.275,
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 100 ml  x 1","Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 100 ml  x 1","K-6496","K-6496",1,0.11,0.11,
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 5","Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1","K-5659","K-5689",5,0.22,0.044,
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 10","Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1","K-5664","K-5689",10,0.44,0.044,
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 5","Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 1","K-6161","K-6159",5,5.5,1.1,
"Katyayani Meta-manco 1kg x 1","Katyayani Meta-manco 1kg x 1","K-6165","K-6165",1,1.1,1.1,
"Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 20","Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 1 ","K-5573","K-5568",20,5.5,0.275,
"Katyayani kzeb (Mancozeb 75% WP) 250 gm x 1","Katyayani kzeb (Mancozeb 75% WP) 250 gm x 1","K-5752","K-5752",1,0.275,0.275,
"Katyayani bordeaux mixture  950gm x 5","Katyayani bordeaux mixture  950gm x 1","K-5667","K-5666",5,5.225,1.045,
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 50","Katyayani kzeb (Mancozeb 75% WP) 800gm x 1","K-566","K-561",50,44,0.88,
"Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 4","Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 1","K-1382","K-1380",4,1.1,0.275,
"Katyayani bordeaux mixture  950gm x 1","Katyayani bordeaux mixture  950gm x 1","K-5666","K-5666",1,1.045,1.045,
"Katyayani bordeaux mixture  1 kg x 10","Katyayani bordeaux mixture  1 kg x 10","K-6640","K-6640",1,11,11,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 25LTR X 1","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 25LTR X 1","K-5802","K-5802",1,27.5,27.5,
"Katyayani Neev Plus Tebuconazole 38.9% 5 ltr x 1","Katyayani Neev Plus Tebuconazole 38.9% 5 ltr x 1","K-6490","K-6490",1,5.5,5.5,
"Katyayani Paecilomyces Lilacinus 1 ltr x 3","Katyayani Paecilomyces Lilacinus 1 ltr x 1","K-475","K-474",3,3.3,1.1,
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 50 gm x 1","Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 50 gm x 1","K-6385","K-6385",1,0.055,0.055,
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 2","Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 1","K-450","K-5251",2,0.55,0.275,
"Katyayani Carbon black 10kg x 1","Katyayani Carbon black 10kg x 1","K-5996","K-5996",1,11,11,
"Katyayani Copper Sulphate 5 kg x 1","Katyayani Copper Sulphate 5 kg x 1","K-6489","K-6489",1,5.5,5.5,
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 20","Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1","K-6355","K-6351",20,22,1.1,
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 3","Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ","K-5147","K-5146",3,3.3,1.1,
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1","Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1","K-5689","K-5689",1,0.044,0.044,
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 3","Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1","K-556","K-554",3,3.3,1.1,
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 1","Katyayani kzeb (Mancozeb 75% WP) 800gm x 1","K-561","K-561",1,0.88,0.88,
"Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 5","Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1","K-6353","K-6351",5,5.5,1.1,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 1","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 1","K-5687","K-5687",1,0.055,0.055,
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 3","Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ","K-5143","K-5142",3,3.3,1.1,
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 400 gm X 1","Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 400 gm X 1","K-5178","K-5178",1,0.44,0.44,
"Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 1","Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 1","K-5551","K-5551",1,0.0066,0.0066,
"Katyayani kzeb (Mancozeb 75% WP) 800gm x 10","Katyayani kzeb (Mancozeb 75% WP) 800gm x 1","K-564","K-561",10,8.8,0.88,
"Katyayani COC (Copper Oxychloride 50% WP) 500gm x 1","Katyayani COC (Copper Oxychloride 50% WP) 500gm x 1","K-6076","K-6076",1,0.55,0.55,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 2","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 1","K-6686","K-6500",2,1.1,0.55,
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 5","Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ","K-5144","K-5142",5,5.5,1.1,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 2","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 1","K-6687","K-5998",2,2.2,1.1,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 1","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 1","K-5998","K-5998",1,1.1,1.1,
"Katyayani COC (Copper Oxychloride 50% WP) 250gm x 1","Katyayani COC (Copper Oxychloride 50% WP) 250gm x 1","K-567","K-567",1,0.275,0.275,
"Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ","Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ","K-5142","K-5142",1,1.1,1.1,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1","K-5690","K-5690",1,0.11,0.11,
"Katyayani Tebuconazole 38.9% 100ml X 1","Katyayani Tebuconazole 38.9% 100ml X 1","K-6011","K-6011",1,0.11,0.11,
"Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1","Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1","K-6511","K-6511",1,0.11,0.11,
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 4","Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1","K-5634","K-5824",4,1.1,0.275,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 12","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1","K-581","K-577",12,3.3,0.275,
"Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 20","Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 1","K-6548","K-6544",20,13.2,0.66,
"Katyayani Copper Sulphate 470g x 20","Katyayani Copper Sulphate 470g x 1","K-5814","K-5810",20,10.34,0.517,
"Katyayani kzeb (Mancozeb 75% WP) 400gm x 25","Katyayani kzeb (Mancozeb 75% WP) 400gm x 1","K-5072","K-560",25,11,0.44,
"Katyayani Chlorothalonil 75% wp 250gm x 4","Katyayani Chlorothalonil 75% wp 250gm x 1","K-1340","K-1338",4,1.1,0.275,
"Katyayani Trichoderma harzianum 1 ltr x 1","Katyayani Trichoderma harzianum 1 ltr x 1","K-462","K-462",1,1.1,1.1,
"Katyayani ZINC SULPHATE 33% 1kg x 1","Katyayani ZINC SULPHATE 33% 1kg x 1","K-5688","K-5688",1,1.1,1.1,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 10","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1","K-6623","K-5690",10,1.1,0.11,
"Katyayani Weed killer 500ml x 1","Katyayani Weed killer 500ml x 1","K-5226","K-5226",1,0.5,0.5,
"Katyayani Copper Sulphate 1kg x 100","Katyayani Copper Sulphate 1kg x 1","K-5200","K-5117",100,110,1.1,
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 1","Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 1","K-5251","K-5251",1,0.275,0.275,
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 10","Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1","K-558","K-554",10,11,1.1,
"Katyayani COC (Copper Oxychloride 50% WP) 25 KG X 1","Katyayani COC (Copper Oxychloride 50% WP) 25 KG X 1","K-6226","K-6226",1,27.5,27.5,
"Katyayani thifluzamide  Peter 150ML x 3","Katyayani thifluzamide  Peter 150ML x 1","K-5256","K-5254",3,0.495,0.165,
"Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 3","Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 1 ","K-5152","K-5151",3,3.3,1.1,
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 1","Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 1","K-1387","K-1387",1,0.11,0.11,
"Katyayani COC (Copper Oxychloride 50% WP) 10 KG X 1","Katyayani COC (Copper Oxychloride 50% WP) 10 KG X 1","K-6405","K-6405",1,11,11,
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 10","Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ","K-5149","K-5146",10,11,1.1,
"Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 2","Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 1","K-1388","K-1387",2,0.22,0.11,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 3","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1","K-578","K-577",3,0.825,0.275,
"Katyayani kzeb (Mancozeb 75% WP) 500 gm x 1","Katyayani kzeb (Mancozeb 75% WP) 500 gm x 1","K-5476","K-5476",1,0.55,0.55,
"Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 5","Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ","K-5148","K-5146",5,5.5,1.1,
"Katyayani Chlorothalonil 75% wp 250gm x 1","Katyayani Chlorothalonil 75% wp 250gm x 1","K-1338","K-1338",1,0.275,0.275,
"Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 3","Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 1","K-6160","K-6159",3,3.3,1.1,
"Katyayani Copper Sulphate 25kg x 1","Katyayani Copper Sulphate 25kg x 1","K-6098","K-6098",1,27.5,27.5,
"Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg x 20","Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 1","K-5426","K-5760",20,1100,55,
"Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 5","Katyayani HEXA 5 PLUS (HEXACONAZOLE 5% SC) 1000ml x 1","K-484","K-483",5,5.5,1.1,
"Katyayani Concor 1ltr x 1","Katyayani Concor 1ltr x 1","K-6699","K-6699",1,1.1,1.1,
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 4","Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 1","K-1138","K-1139",4,1.1,0.275,
"Katyayani NPK 00 00 23 470gm x 20","Katyayani NPK 00 00 23 470gm x 1","K-5674","K-5670",20,10.34,0.517,
"Katyayani thifluzamide  Peter 150ML x 2","Katyayani thifluzamide  Peter 150ML x 1","K-5255","K-5254",2,0.33,0.165,
"Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 7","Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1","K-580","K-577",7,1.925,0.275,
"Katyayani Neev ( Tebuconazole 2% DS )  40gm x 20","Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1","K-5665","K-5689",20,0.88,0.044,
"Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 5","Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1","K-6519","K-6517",5,0.55,0.11,
"Katyayani METAXEL ( Metalaxyl 35 % ws) 250gm x 4","Katyayani METAXEL ( Metalaxyl 35 % ws) 250 gm x 1","K-5597","K-5058",4,1.1,0.275,
"Katyayani thifluzamide  Peter 150ML x 6","Katyayani thifluzamide  Peter 150ML x 1","K-5257","K-5254",6,0.99,0.165,
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 20","Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1","K-559","K-554",20,22,1.1,
