category,mongodb_category,isCorrect_category,sub_category,mongodb_sub_category,isCorrect_sub_category,sku,,parentSku,,,bulk,mongodb_bulk,isCorrect_bulk,variant_name,mongodb_variant_name,isCorrect_variant_name,displayName,mongodb_displayName,isCorrect_displayName,grossWeight,mongodb_grossWeight,isCorrect_grossWeight,netWeight,mongodb_netWeight,isCorrect_netWeight,itemQty,mongodb_itemQty,isCorrect_itemQty,,,mongodb_displayName,isCorrect_displayName,mongodb_variant_name,isCorrect_variant_name,mongodb_grossWeight,isCorrect_grossWeight,mongodb_netWeight,isCorrect_netWeight,mongodb_itemQty,isCorrect_itemQty,mongodb_category,isCorrect_category,mongodb_sub_category,isCorrect_sub_category,mongodb_bulk,isCorrect_bulk,mismatch_fields,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1360,,K-1359,,,BK-894,BK-894,true,60 ml x 2,60 ml x 2,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 2,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 2,false,0.132,0.132,true,0.12,0.12,true,2,2,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 2,false,60 ml x 2,true,0.132,true,0.12,true,2,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1361,,K-1359,,,BK-894,BK-894,true,60 ml x 4,60 ml x 4,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 4,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 4,false,0.264,0.264,true,0.24,0.24,true,4,4,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 4,false,60 ml x 4,true,0.264,true,0.24,true,4,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6693,,K-1359,,,BK-894,BK-894,true,60 ml x 5,60 ml x 5,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 5,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 5,false,0.33,0.33,true,0.3,0.3,true,5,5,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 5,false,60 ml x 5,true,0.33,true,0.3,true,5,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1362,,K-1359,,,BK-894,BK-894,true,60 ml x 8,60 ml x 8,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 8,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 8,false,0.528,0.528,true,0.48,0.48,true,8,8,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 8,false,60 ml x 8,true,0.528,true,0.48,true,8,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6694,,K-1359,,,BK-894,BK-894,true,60 ml x 10,60 ml x 10,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 10,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 10,false,0.66,0.66,true,0.6,0.6,true,10,10,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 60 ml x 10,false,60 ml x 10,true,0.66,true,0.6,true,10,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6800,,K-6800,,,BK-894,BK-894,true,150ml x 1,150ml x 1,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 1,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150 ml x 1,false,0.165,0.165,true,0.15,0.15,true,1,1,true,,,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150 ml x 1,false,150ml x 1,true,0.165,true,0.15,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6801,,K-6800,,,BK-894,BK-894,true,150ml x 2,150ml x 2,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 2,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 2,false,0.33,0.33,true,0.3,0.3,true,2,2,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 2,false,150ml x 2,true,0.33,true,0.3,true,2,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6802,,K-6800,,,BK-894,BK-894,true,150ml x 5,150ml x 5,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 5,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 5,false,0.825,0.825,true,0.75,0.75,true,5,5,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 5,false,150ml x 5,true,0.825,true,0.75,true,5,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6803,,K-6800,,,BK-894,BK-894,true,150ml x 8,150ml x 8,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 8,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 8,false,1.32,1.32,true,1.2,1.2,true,8,8,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 8,false,150ml x 8,true,1.32,true,1.2,true,8,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6804,,K-6800,,,BK-894,BK-894,true,150ml x 12,150ml x 12,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 12,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 12,false,1.98,1.98,true,1.8,1.8,true,12,12,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 150ml x 12,false,150ml x 12,true,1.98,true,1.8,true,12,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6157,,K-6157,,,BK-894,BK-894,true,250ml x 1,250ml x 1,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 250ml x 1,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 250ml x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 250ml x 1,false,250ml x 1,true,0.275,true,0.25,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,,,Chemical Insecticides,,,K-7570,,K-7571,,,BK-894,,,300 ml x 1,,,Chakraveer (Chlorantraniliprole 18.5 % SC ) 300 ml x 1,,,0.33,,,0.3,,,1,,,,,,,,,,,,,,,,,,,,,sku,,
Pesticide,,,Chemical Insecticides,,,K-7571,,K-7571,,,BK-894,,,300 ml x 2,,,Chakraveer (Chlorantraniliprole 18.5 % SC ) 300 ml x 2,,,0.66,,,0.6,,,2,,,,,,,,,,,,,,,,,,,,,sku,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1363,,K-1363,,,BK-894,BK-894,true,1 Ltr x 1,1 Ltr x 1,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 1,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 1,false,1.1,1.1,true,1,1,true,1,1,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 1,false,1 Ltr x 1,true,1.1,true,1,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1364,,K-1363,,,BK-894,BK-894,true,1 Ltr x 3,1 Ltr x 3,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 3,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 3,false,3.3,3.3,true,3,3,true,3,3,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 3,false,1 Ltr x 3,true,3.3,true,3,true,3,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1365,,K-1363,,,BK-894,BK-894,true,1 Ltr x 5,1 Ltr x 5,true,Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 5,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 5,false,5.5,5.5,true,5,5,true,5,5,true,,,Katyayani Chakraveer (Chlorantraniliprole 18.5 % SC ) 1 Ltr x 5,false,1 Ltr x 5,true,5.5,true,5,true,5,true,Pesticide,true,Chemical Insecticides,true,BK-894,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1366,,K-1366,,,BK-110,BK-110,true,250ml x 1,250ml x 1,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 1,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 1,false,250ml x 1,true,0.275,true,0.25,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1367,,K-1366,,,BK-110,BK-110,true,250ml x 3,250ml x 3,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 3,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 3,false,0.825,0.825,true,0.75,0.75,true,3,3,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 3,false,250ml x 3,true,0.825,true,0.75,true,3,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1368,,K-1366,,,BK-110,BK-110,true,250ml x 4,250ml x 4,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 4,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 4,false,1.1,1.1,true,1,1,true,4,4,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 4,false,250ml x 4,true,1.1,true,1,true,4,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1369,,K-1366,,,BK-110,BK-110,true,250ml x 7,250ml x 7,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 7,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 7,false,1.925,1.925,true,1.75,1.75,true,7,7,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 7,false,250ml x 7,true,1.925,true,1.75,true,7,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1370,,K-1366,,,BK-110,BK-110,true,250ml x 12,250ml x 12,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 12,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 12,false,3.3,3.3,true,3,3,true,12,12,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 12,false,250ml x 12,true,3.3,true,3,true,12,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1371,,K-1366,,,BK-110,BK-110,true,250ml x 20,250ml x 20,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 20,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 20,false,5.5,5.5,true,5,5,true,20,20,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 20,false,250ml x 20,true,5.5,true,5,true,20,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1372,,K-1366,,,BK-110,BK-110,true,250ml x 40,250ml x 40,true,Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 40,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 40,false,11,11,true,10,10,true,40,40,true,,,Katyayani Naagpash - Novaluron 5.25% + Indoxacarb 4.5% SC 250ml x 40,false,250ml x 40,true,11,true,10,true,40,true,Pesticide,true,Chemical Insecticides,true,BK-110,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1373,,K-1373,,,BK-111,BK-111,true,250gm x 1,250gm x 1,true,Ditox - Diflubenzuron 25% WP 250gm x 1,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 1,false,250gm x 1,true,0.275,true,0.25,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1374,,K-1373,,,BK-111,BK-111,true,250gm x 2,250gm x 2,true,Ditox - Diflubenzuron 25% WP 250gm x 2,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 2,false,0.55,0.55,true,0.5,0.5,true,2,2,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 2,false,250gm x 2,true,0.55,true,0.5,true,2,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1375,,K-1373,,,BK-111,BK-111,true,250gm x 4,250gm x 4,true,Ditox - Diflubenzuron 25% WP 250gm x 4,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 4,false,1.1,1.1,true,1,1,true,4,4,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 4,false,250gm x 4,true,1.1,true,1,true,4,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1376,,K-1373,,,BK-111,BK-111,true,250gm x 6,250gm x 6,true,Ditox - Diflubenzuron 25% WP 250gm x 6,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 6,false,1.65,1.65,true,1.5,1.5,true,6,6,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 6,false,250gm x 6,true,1.65,true,1.5,true,6,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1377,,K-1373,,,BK-111,BK-111,true,250gm x 12,250gm x 12,true,Ditox - Diflubenzuron 25% WP 250gm x 12,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 12,false,3.3,3.3,true,3,3,true,12,12,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 12,false,250gm x 12,true,3.3,true,3,true,12,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1378,,K-1373,,,BK-111,BK-111,true,250gm x 20,250gm x 20,true,Ditox - Diflubenzuron 25% WP 250gm x 20,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 20,false,5.5,5.5,true,5,5,true,20,20,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 20,false,250gm x 20,true,5.5,true,5,true,20,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1379,,K-1373,,,BK-111,BK-111,true,250gm x 40,250gm x 40,true,Ditox - Diflubenzuron 25% WP 250gm x 40,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 40,false,11,11,true,10,10,true,40,40,true,,,Katyayani Ditox - Diflubenzuron 25% WP 250gm x 40,false,250gm x 40,true,11,true,10,true,40,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,true,Pesticide,Chemical Insecticides,true,Chemical Insecticides,K-7504,,K-7504,,,BK-111,true,BK-111,25 kg x 1,false,25 kg x 1,Ditox - Diflubenzuron 25% WP 25 kg x 1,Ditox - Diflubenzuron 25% WP,25 kg x 1,27.5,true,27.5,25,true,25,1,true,1,,,Ditox - Diflubenzuron 25% WP,25 kg x 1,false,25 kg x 1,true,27.5,true,25,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6229,,K-6229,,,BK-111,BK-111,true,500 gm x 1,500 gm x 1,true,Ditox - Diflubenzuron 25% WP 500 gm x 1,Katyayani Ditox - Diflubenzuron 25% WP 500 gm x 1,false,0.55,0.55,true,0.5,0.5,true,1,1,true,,,Katyayani Ditox - Diflubenzuron 25% WP 500 gm x 1,false,500 gm x 1,true,0.55,true,0.5,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-111,true,displayName,,
Pesticide,true,Pesticide,Chemical Insecticides,true,Chemical Insecticides,K-7335,,K-7335,,,BK-112,true,BK-112,100 gm x 1,false,100 gm x 1,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 100 gm x 1,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG,100 gm x 1,0.11,true,0.11,0.1,true,0.1,1,true,1,,,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG,100 gm x 1,false,100 gm x 1,true,0.11,true,0.1,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1395,,K-1395,,,BK-112,BK-112,true,134gm x 1,134gm x 1,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 1,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 1,false,0.1474,0.1474,true,0.134,0.134,true,1,1,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 1,false,134gm x 1,true,0.1474,true,0.134,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6616,,K-1395,,,BK-112,BK-112,true,134gm x 2,134gm x 2,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 2,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 2,false,0.2948,0.2948,true,0.268,0.268,true,2,2,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 2,false,134gm x 2,true,0.2948,true,0.268,true,2,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6678,,K-1395,,,BK-112,BK-112,true,134gm x 3,134gm x 3,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 3,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 3,false,0.4422,0.4422,true,0.402,0.402,true,3,3,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 3,false,134gm x 3,true,0.4422,true,0.402,true,3,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6679,,K-1395,,,BK-112,BK-112,true,134gm x 5,134gm x 5,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 5,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 5,false,0.737,0.737,true,0.67,0.67,true,5,5,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 5,false,134gm x 5,true,0.737,true,0.67,true,5,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6680,,K-1395,,,BK-112,BK-112,true,134gm x 10,134gm x 10,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 10,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 10,false,1.474,1.474,true,1.34,1.34,true,10,10,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 134gm x 10,false,134gm x 10,true,1.474,true,1.34,true,10,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6684,,K-6684,,,BK-112,BK-112,true,250gm x 1,250gm x 1,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 250gm x 1,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 250gm x 1,false,0.275,0.275,true,0.25,0.25,true,1,1,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 250gm x 1,false,250gm x 1,true,0.275,true,0.25,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6683,,K-6683,,,BK-112,BK-112,true,500gm x 1,500gm x 1,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 1,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 1,false,0.55,0.55,true,0.5,0.5,true,1,1,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 1,false,500gm x 1,true,0.55,true,0.5,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1396,,K-6683,,,BK-112,BK-112,true,500gm x 2,500gm x 2,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 2,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 2,false,1.1,1.1,true,1,1,true,2,2,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 2,false,500gm x 2,true,1.1,true,1,true,2,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1397,,K-6683,,,BK-112,BK-112,true,500 gm x 3,500 gm x 3,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500 gm x 3,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500 gm x 3,false,1.65,1.65,true,1.5,1.5,true,3,3,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500 gm x 3,false,500 gm x 3,true,1.65,true,1.5,true,3,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1398,,K-6683,,,BK-112,BK-112,true,500gm x 6,500gm x 6,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 6,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 6,false,3.3,3.3,true,3,3,true,6,6,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 6,false,500gm x 6,true,3.3,true,3,true,6,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1399,,K-6683,,,BK-112,BK-112,true,500gm x 10,500gm x 10,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 10,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 10,false,5.5,5.5,true,5,5,true,10,10,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 10,false,500gm x 10,true,5.5,true,5,true,10,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-1400,,K-6683,,,BK-112,BK-112,true,500gm x 20,500gm x 20,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 20,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 20,false,11,11,true,10,10,true,20,20,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 500gm x 20,false,500gm x 20,true,11,true,10,true,20,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6045,,K-6045,,,BK-112,BK-112,true,1kg x 1,1kg x 1,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 1kg x 1,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 1kg x 1,false,1.1,1.1,true,1,1,true,1,1,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 1kg x 1,false,1kg x 1,true,1.1,true,1,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6079,,K-6079,,,BK-112,BK-112,true,30 kg x 1,30 kg x 1,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 30 kg x 1,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 30 kg x 1,false,33,33,true,30,30,true,1,1,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 30 kg x 1,false,30 kg x 1,true,33,true,30,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
Pesticide,Pesticide,true,Chemical Insecticides,Chemical Insecticides,true,K-6080,,K-6080,,,BK-112,BK-112,true,15Kg x 1,15Kg x 1,true,BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 15Kg x 1,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 15Kg x 1,false,16.5,16.5,true,15,15,true,1,1,true,,,Katyayani BPH Super+ - Dinotefuran 15.00 %+ Pymetrozine 45.00 % WG 15Kg x 1,false,15Kg x 1,true,16.5,true,15,true,1,true,Pesticide,true,Chemical Insecticides,true,BK-112,true,displayName,,
