category,sub_category,sku,parentSku,bulk,variant_name,displayName,grossWeight,netWeight,itemQty,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5769,K-5767,BK-873,5kg x 4,ZINC SULPHATE 33% 5kg x 4,22,20,4,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6143,K-6143,BK-873,25kg x 1,ZINC SULPHATE 33% 25kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6025,K-6025,BK-873,50 KG X 1,ZINC SULPHATE 33% 50 KG X 1,55,50,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5649,K-5649,BK-492,1kg x 1,Manganese Sulphate 1kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6660,K-6660,BK-492,500 gm x 1,Manganese Sulphate 500 gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5650,K-5649,BK-492,1kg x 5,Manganese Sulphate 1kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5651,K-5649,BK-492,1kg x 10,Manganese Sulphate 1kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5652,K-5649,BK-492,1kg x 25,Manganese Sulphate 1kg x 25,27.5,25,25,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6636,K-6636,BK-492,10kg x 1,Manganese Sulphate 10kg x 1,11,10,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6350,K-6350,BK-492,25 kg x 1,Manganese Sulphate 25 kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5723,K-5723,BK-525,100gm x 1,ammonium molybnate 52% 100gm x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5724,K-5723,BK-525,100gm x 3,ammonium molybnate 52% 100gm x 3,0.33,0.3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5725,K-5723,BK-525,100gm x 5,ammonium molybnate 52% 100gm x 5,0.55,0.5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5726,K-5723,BK-525,100gm x 10,ammonium molybnate 52% 100gm x 10,1.1,1,10,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-5727,K-5723,BK-525,100gm x 20,ammonium molybnate 52% 100gm x 20,2.2,2,20,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6096,K-6096,BK-525,25 kg x 1,ammonium molybnate 52% 25 kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6559,K-6559,BK-574,100 ml x 1,Zinc Oxide 39.5% SC 100 ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6644,K-6644,BK-574,500 ml x 1,Zinc Oxide 39.5% SC 500 ml x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6321,K-6321,BK-574,1 ltr x 1,Zinc Oxide 39.5% SC 1 ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-6125,K-6125,BK-574,5 ltr x 1,Zinc Oxide 39.5% SC 5 ltr x 1,5.5,5,1,,,,,,,,,,,,,,,,,,
Fertilizer,Micronutrient Fertilizer,K-857,K-857,BK-873,400gm x 1,Katyayani Zinc Sulphate 400gm x 1,0.4,0.4,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-09,K-09,BK-621,460gm x 1,npk 20 20 20 460gm x 1,0.506,0.46,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-10,K-09,BK-621,460gm x 2,npk 20 20 20 460gm x 2,1.012,0.92,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-11,K-09,BK-621,460gm x 5,npk 20 20 20 460gm x 5,2.53,2.3,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-12,K-09,BK-621,460gm x 10,npk 20 20 20 460gm x 10,5.06,4.6,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-13,K-09,BK-621,460gm x 50,npk 20 20 20 460gm x 50,25.3,23,50,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-14,K-14,BK-621,960gm x 1,npk 20 20 20 960gm x 1,1.056,0.96,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-15,K-14,BK-621,960gm x 2,npk 20 20 20 960gm x 2,1.98,1.8,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-16,K-14,BK-621,960gm x 5,npk 20 20 20 960gm x 5,5.28,4.8,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-17,K-14,BK-621,960gm x 10,npk 20 20 20 960gm x 10,9.9,9,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-10519,K-10519,BK-621,25 Kg X 1,npk 20 20 20 25 Kg X 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-18,K-09,BK-621,900gm x 45,npk 20 20 20 900gm x 45,49.5,45,45,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6372,K-6372,BK-621,1 kg x 1,npk 20 20 20 1 kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6793,K-6372,BK-621,1 kg x 5,npk 20 20 20 1 kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5949,K-10519,BK-621,25 kg X 2,npk 20 20 20 25 kg X 2,55,50,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-10520,K-10519,BK-621,25 kg X 4,npk 20 20 20 25 kg X 4,110,100,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5997,K-1157,BK-621,500GM X 5,npk 20 20 20 500GM X 5,2.75,2.5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1195,K-1195,BK-621,400gm x 1,npk 20 20 20 400gm x 1,0.44,0.4,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1157,K-1157,BK-621,500gm x 1,npk 20 20 20 500gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5873,K-5873,BK-621,470gm x 1,npk 20 20 20 470gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5013,K-5013,BK-621,900gm x 1,npk 20 20 20 900gm x 1,0.99,0.9,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1146,K-14,BK-621,960 GM X 2,npk 20 20 20 960 GM X 2,2.112,1.92,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1122,K-1122,BK-621,9.6 kg x 1,npk 20 20 20 9.6 kg x 1,10.56,9.6,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-7208,K-7208,BK-986,1 ltr X 1,NPK 20 20 20 Liquid 1 ltr X 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-39,K-39,BK-476,470 gm x 1,npk 19 19 19 470 gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1131,K-39,BK-476,470 gm x 2,npk 19 19 19 470 gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1132,K-39,BK-476,470gm x 4,npk 19 19 19 470gm x 4,2.068,1.88,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1158,K-39,BK-476,470gm x 10,npk 19 19 19 470gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-40,K-40,BK-476,1 Kg  x 1,npk 19 19 19 1 Kg  x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-41,K-40,BK-476,1 Kg  x 3,npk 19 19 19 1 Kg  x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-42,K-42,BK-476,4.5kg x 1,npk 19 19 19 4.5kg x 1,4.95,4.5,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-43,K-40,BK-476,1 Kg x 9,npk 19 19 19 1 Kg x 9,9.9,9,9,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6288,K-40,BK-476,1 kg x 20,Npk 19 19 19 1 kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-44,K-44,BK-476,25 Kg x 1,npk 19 19 19 25 Kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1192,K-1192,BK-476,970gm x 1,npk 19 19 19 970gm x 1,1.067,0.97,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1177,K-1177,BK-476,500 gm x 1,npk 19 19 19 500 gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1056,K-40,BK-476,1 Kg x 10,npk 19 19 19 1 Kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1057,K-40,BK-476,1 Kg x 5,npk 19 19 19 1 Kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6067,K-6067,BK-476,9.6kg x 1,npk 19 19 19 9.6kg x 1,10.56,9.6,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-45,K-45,BK-476,50kg x 1,npk 19 19 19 50kg x 1,55,50,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-117,K-117,BK-33,470 gm x 1,NPK 00 52 34 470 gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-7455,K-117,BK-33,470 gm x 2,NPK 00 52 34 470 gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-118,K-118,BK-33,970 gm x 1,NPK 00 52 34 970 gm x 1,1.067,0.97,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-119,K-119,BK-33,470gm x 10,NPK 00 52 34 470gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-120,K-120,BK-33,470gm x 20,NPK 00 52 34 470gm x 20,10.34,9.4,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-10529,K-10529,BK-33,10 kg  x 1,NPK 00 52 34 10 kg  x 1,11,10,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1150,K-1150,BK-33,950gm x 1,NPK 00 52 34 950gm x 1,1.045,0.95,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6227,K-6227,BK-33,1kg x 1,NPK 00 52 34 1kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6289,K-6227,BK-33,1kg x 3,NPK 00 52 34 1kg x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6290,K-6227,BK-33,1kg x 10,NPK 00 52 34 1kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6291,K-6227,BK-33,1kg x 20,NPK 00 52 34 1kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,npk fertilizer,K-5866,K-5866,BKG2-33,50KG X 1,NPK 00 52 34 50KG X 1,55,50,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5874,K-6227,BK-33,1 kg x 5,NPK 00 52 34 1 kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,npk fertilizer,K-151,K-151,BKG2-33,25kg x 1,NPK 00 52 34 25kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6924,K-6924,BK-34,100 gm x 1,NPK 13 00 45 100 gm x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-939,K-939,BK-34,470gm x 1,NPK 13 00 45 470gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-940,K-939,BK-34,470gm x 2,NPK 13 00 45 470gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-941,K-939,BK-34,470gm x 4,NPK 13 00 45 470gm x 4,2.068,1.88,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-942,K-939,BK-34,470gm x 10,NPK 13 00 45 470gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-943,K-939,BK-34,470gm x 20,NPK 13 00 45 470gm x 20,10.34,9.4,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-944,K-939,BK-34,25kg x 1,NPK 13 00 45 25kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-7267,K-7267,BK-34,50 kg x 1,NPK 13 00 45 50 kg x 1,55,50,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-1149,K-939,BK-34,950gm x 1,NPK 13 00 45 950gm x 1,1.045,0.95,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5042,K-939,BK-34,35kg x 1,NPK 13 00 45 35kg x 1,38.5,35,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6241,K-6241,BK-34,1 KG X 1,NPK 13 00 45 1 KG X 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-945,K-945,BK-32,470gm x 1,NPK 00 00 50 470gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-946,K-945,BK-32,470gm x 2,NPK 00 00 50 470gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6757,K-6757,BK-32,970 gm x 1,NPK 00 00 50 970 gm x 1,1.067,0.97,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-947,K-945,BK-32,470gm x 4,NPK 00 00 50 470gm x 4,2.068,1.88,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-948,K-945,BK-32,470gm x 10,NPK 00 00 50 470gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-949,K-945,BK-32,470gm x 20,NPK 00 00 50 470gm x 20,10.34,9.4,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-10528,K-10528,BK-32,950 gm x 1,NPK 00 00 50 950 gm x 1,1.045,0.95,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5224,K-5224,BK-32,1kg x 1,NPK 00 00 50 1kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6402,K-5224,BK-32,1 kg x 2,NPK 00 00 50 1 kg x 2,2.2,2,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6296,K-5224,BK-32,1kg x 3,NPK 00 00 50 1kg x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6297,K-5224,BK-32,1kg x 5,NPK 00 00 50 1kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6298,K-5224,BK-32,1kg x 10,NPK 00 00 50 1kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6299,K-5224,BK-32,1kg x 20,NPK 00 00 50 1kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5474,K-5474,BK-32,100gm x 1,NPK 00 00 50 100gm x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6323,K-6323,BK-32,25 kg x 1,NPK 00 00 50 25 kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5180,K-5180,BK-50,470 gm x 1,NPK 12 61 00 470 gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5181,K-5181,BK-50,470 gm x 2,NPK 12 61 00 470 gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-7457,K-5181,BK-50,470 gm x 4,NPK 12 61 00 470 gm x 4,2.068,1.88,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5182,K-5182,BK-50,470 gm x 10,NPK 12 61 00 470 gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5183,K-5183,BK-50,470 gm x 20,NPK 12 61 00 470 gm x 20,10.34,9.4,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5184,K-5184,BK-50,10 kg  x 1,NPK 12 61 00 10 kg  x 1,11,10,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5185,K-5185,BK-50,25kg x 1,NPK 12 61 00 25kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5971,K-5971,BK-50,1kg x 1,Npk 12 61 00 1kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6673,K-5971,BK-50,1kg x 50,Npk 12 61 00 1kg x 50,55,50,50,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6300,K-5971,BK-50,1kg x 3,Npk 12 61 00 1kg x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6301,K-5971,BK-50,1kg x 5,Npk 12 61 00 1kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6302,K-5971,BK-50,1kg x 10,Npk 12 61 00 1kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6303,K-5971,BK-50,1kg x 20,Npk 12 61 00 1kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5531,K-5531,BK-872,470gm x 1,NPK 13 40 13 470gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5532,K-5531,BK-872,470gm x 2,NPK 13 40 13 470gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5831,K-5831,BK-872,1 kg X 1,NPK 13 40 13 1 kg X 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6304,K-5831,BK-872,1kg x 3,NPK 13 40 13 1kg x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6305,K-5831,BK-872,1kg x 5,NPK 13 40 13 1kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6306,K-5831,BK-872,1kg x 10,NPK 13 40 13 1kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6307,K-5831,BK-872,1kg x 20,NPK 13 40 13 1kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6292,K-5831,BK-34,1 kg x 3,NPK 13 00 45 1 kg x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6293,K-5831,BK-34,1 kg x 5,NPK 13 00 45 1 kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6294,K-5831,BK-34,1 kg x 10,NPK 13 00 45 1 kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6295,K-5831,BK-34,1 kg x 20,NPK 13 00 45 1 kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5533,K-5531,BK-872,470gm x 4,NPK 13 40 13 470gm x 4,2.068,1.88,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5534,K-5531,BK-872,470gm x 10,NPK 13 40 13 470gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5535,K-5531,BK-872,470gm x 20,NPK 13 40 13 470gm x 20,10.34,9.4,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6422,K-6422,BK-872,25 kg x 1,NPK 13 40 13 25 kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5670,K-5670,BK-140,470gm x 1,NPK 00 00 23 470gm x 1,0.517,0.47,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5671,K-5670,BK-140,470gm x 2,NPK 00 00 23 470gm x 2,1.034,0.94,2,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5672,K-5670,BK-140,470gm x 4,NPK 00 00 23 470gm x 4,2.068,1.88,4,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5673,K-5670,BK-140,470gm x 10,NPK 00 00 23 470gm x 10,5.17,4.7,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-5674,K-5670,BK-140,470gm x 20,NPK 00 00 23 470gm x 20,10.34,9.4,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6308,K-6308,BK-140,1 kg x 1,NPK 00 00 23 1 kg x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6309,K-6308,BK-140,1kg x 3,NPK 00 00 23 1kg x 3,3.3,3,3,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6310,K-6308,BK-140,1kg x 5,NPK 00 00 23 1kg x 5,5.5,5,5,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6311,K-6308,BK-140,1kg x 10,NPK 00 00 23 1kg x 10,11,10,10,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6312,K-6308,BK-140,1kg x 20,NPK 00 00 23 1kg x 20,22,20,20,,,,,,,,,,,,,,,,,,
Fertilizer,Npk Fertilizer,K-6792,K-6792,BK-140,25kg x 1,NPK 00 00 23 25kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-442,K-442,BK-142,100gm x 1,All in 1 Organic Fungicide 100gm x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-443,K-442,BK-142,100 gm x 2,All in 1 Organic Fungicide 100 gm x 2,0.22,0.2,2,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-10506,K-442,BK-142,100 gm x 3,All in 1 Organic Fungicide 100 gm x 3,0.33,0.3,3,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-444,K-442,BK-142,100gm x 4,All in 1 Organic Fungicide 100gm x 4,0.44,0.4,4,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-445,K-442,BK-142,100 gm x 9,All in 1 Organic Fungicide 100 gm x 9,0.99,0.9,9,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-446,K-442,BK-142,100 gm x 18,All in 1 Organic Fungicide 100 gm x 18,1.98,1.8,18,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-447,K-442,BK-142,100gm x 36,All in 1 Organic Fungicide 100gm x 36,3.96,3.6,36,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-448,K-442,BK-142,100 gm x 50,All in 1 Organic Fungicide 100 gm x 50,5.5,5,50,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-449,K-442,BK-142,100gm x 100,All in 1 Organic Fungicide 100gm x 100,11,10,100,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-5357,K-5357,BK-142,500 gm x 1,All in 1 Organic Fungicide 500 gm x 1,0.55,0.5,1,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-5882,K-442,BK-142,100gm x 20,All in 1 Organic Fungicide 100gm x 20,2.2,2,20,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-5330,K-442,BK-142,100gm x 6,All in 1 Organic Fungicide  100gm x 6,0.66,0.6,6,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-7036,K-7036,BK-142,25kg x 1,All in 1 Organic Fungicide 25kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fungicide,Organic Fungicide,K-7568,K-7568,BK-142,1 ltr x 1,All in One fungicide 1 ltr x 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-10523,K-10523,BK-993,10kg x 1,Super Potassium F Humate Flakes 10kg x 1,11,10,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-01,K-01,BK-993,25Kg x 1,Super Potassium F Humate Flakes 25Kg x 1,27.5,25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-5855,K-5855,BK-993,800gm x 1,Super Potassium F Humate Flakes 800gm x 1,0.88,0.8,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-5864,K-5864,BK-993,250gm x 1,Super Potassium F Humate Flakes 250gm x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-5875,K-5875,BK-993,1KG X 1,Super Potassium F Humate Flakes 1KG X 1,1.1,1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-6004,K-6004,BK-993,12KG X 1,Super Potassium F Humate Flakes 12KG X 1,13.2,12,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-19,K-19,BK-52,250ml x 1,Flowering booster 250ml x 1,0.275,0.25,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-20,K-19,BK-52,250ml x 2,Flowering booster 250ml x 2,0.55,0.5,2,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-21,K-19,BK-52,250ml x 4,Flowering booster 250ml x 4,1.1,1,4,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-1163,K-1163,BK-52,300 ml x 1,Flowering booster 300 ml x 1,0.33,0.3,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-5857,K-5857,BK-52,100ml x 1,Flowering booster 100ml x 1,0.11,0.1,1,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-22,K-19,BK-52,250ml x 10,Flowering booster 250ml x 10,2.75,2.5,10,,,,,,,,,,,,,,,,,,
Fertilizer,Organic Fertilizer,K-23,K-19,BK-52,250ml x 20,Flowering booster 250ml x 20,5.5,5,20,,,,,,,,,,,,,,,,,,
