category,mongodb_category,sub_category,mongodb_sub_category,sku,parentSku,bulk,mongodb_bulk,variant_name,mongodb_variant_name,displayName,mongodb_displayName,grossWeight,mongodb_grossWeight,netWeight,mongodb_netWeight,itemQty,mongodb_itemQty
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-464,K-462,BK-996,BK-996,1 ltr x 5,1 ltr x 5,Trichoderma harzianum 1 ltr x 5,Katyayani Trichoderma harzianum 1 ltr x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6720,K-6720,BK-60,BK-60,500 ml x 1,500 ml x 1,Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,Katyayani Azoxy (Azoxystrobin 23 % sc) 500 ml x 1,0.55,0.55,0.5,0.5,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5676,K-5676,BK-480,BK-480,1Ltr x 1,1Ltr x 1,Calcium Solubilizing bacteria 1Ltr x 1,Katyayani Calcium Solubilizing bacteria 1Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-84,K-81,BK-911,BK-911,1 Ltr x 10,1 Ltr x 10,Acetobacter spp 1 Ltr x 10,Katyayani Acetobacter spp 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6916,K-1304,BK-852,BK-852,1 Ltr x 10,1 Ltr x 10,Defender CS 1 Ltr x 10,Katyayani Defender CS 1 Ltr x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Pesticides,Bio Pesticides,K-6719,K-6719,BK-113,BK-113,50kg x 1,50kg x 1,Temos - G ( Temephos 1% SG ) 50kg x 1,Katyayani Temos - G ( Temephos 1% SG ) 50kg x 1,55,55,50,50,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-477,K-474,BK-870,BK-870,1 ltr x 10,1 ltr x 10,Paecilomyces Lilacinus 1 ltr x 10,Katyayani Paecilomyces Lilacinus 1 ltr x 10,11,11,10,10,10,10
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5991,K-5991,BK-911,BK-911,25ltr x 1,25ltr x 1,Acetobacter spp 25ltr x 1,Katyayani Acetobacter spp 25ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5255,K-5254,BK-146,BK-146,150ML x 2,150ML x 2,thifluzamide 24% SC Peter 150ML x 2,Katyayani thifluzamide  Peter 150ML x 2,0.33,0.33,0.3,0.3,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-557,K-554,BK-632,BK-632,1 Kg x 5,1 Kg x 5,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 5,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-570,K-568,BK-46,BK-46,450gm x 4,450gm x 4,COC (Copper Oxychloride 50% WP) 450gm x 4,Katyayani COC (Copper Oxychloride 50% WP) 450gm x 4,1.98,1.98,1.8,1.8,4,4
other Products,other Products,Other Product,Other Product,G-752,G-752,BK-600,BK-600,250gm x 1,250gm  x1,Mulethi powder (Brown) 250gm x 1,Mulethi powder (Brown)250gm x1,0.25,0.25,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6384,K-6384,BK-45,BK-45,25 gm x 1,25 gm x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 25 gm x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 25 gm x 1,0.0275,0.0275,0.025,0.025,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5165,K-5163,BK-859,BK-859,1 kg x 5,1 kg x 5,Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 5,Katyayani Metarhizium Anisopliae Bio Insecticide Powder 1 kg x 5,5.5,5.5,5,5,5,5
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5156,K-5155,BK-650,BK-650,1 kg x 3,1 kg x 3,Beauveria Bassiana Bio Insecticide Powder 1 kg x 3,Katyayani Beauveria Bassiana Bio Insecticide Powder 1 kg x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-463,K-462,BK-996,BK-996,1 ltr x 3,1 ltr x 3,Trichoderma harzianum 1 ltr x 3,Katyayani Trichoderma harzianum 1 ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5690,K-5690,BK-499,BK-499,100ml x 1,100ml x 1,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1,0.11,0.11,0.1,0.1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5668,K-5567,BK-542,BK-542,100gm x 5,100gm x 5,K-RAJA (MYCORRIZA) 100gm x 5,Katyayani K-RAJA (MYCORRIZA) 100gm x 5,0.55,0.55,0.5,0.5,5,5
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6571,K-6571,BK-622,BK-622,25 Ltr x 1,25 Ltr x 1,Sporothrix Fungorum 25 Ltr x 1,Katyayani Sporothrix Fungorum 25 Ltr x 1,27.5,27.5,25,25,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-93,K-93,BK-998,BK-998,1 Ltr x 1,1 Ltr x 1,Zinc Solubiilizing Bacteria 1 Ltr x 1,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-94,K-93,BK-998,BK-998,1 Ltr x 3,1 Ltr x 3,Zinc Solubiilizing Bacteria 1 Ltr x 3,Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5289,K-5289,BK-06,BK-06,250gm x 1,250gm x 1,Copper Sulphate 250gm x 1,Katyayani Copper Sulphate 250gm x 1,0.275,0.275,0.25,0.25,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5830,K-5830,BK-903,BK-903,100ml x 1,100ml x 1,compost activator 100ml x 1,Katyayani compost activator 100ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-554,K-554,BK-632,BK-632,1 Kg x 1,1 Kg x 1,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6895,K-105,BK-860,BK-860,1 Ltr x 2,1 Ltr x 2,Liquid Consortia - Bio NPK 1 Ltr x 2,Katyayani Liquid Consortia - Bio NPK 1 Ltr x 2,2.2,2.2,2,2,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6246,K-6246,BK-860,BK-860,20 ltr x 1,20 ltr x 1,Liquid Consortia - Bio NPK 20 ltr x 1,Katyayani Liquid Consortia - Bio NPK 20 ltr x 1,22,22,20,20,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6369,K-6369,BK-863,BK-863,25 ltr x 1,25 ltr x 1,VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1,Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 25 ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-533,K-533,BK-47,BK-47,250gm x 1,250gm x 1,KTM (THIOPHANATE METHYL 70% WP) 250gm x 1,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1394,K-1387,BK-145,BK-145,100 gm x 100,100 gm x 100,Plantivo - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 100,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 100,11,11,10,10,100,100
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5200,K-5117,BK-06,BK-06,1kg x 100,1kg x 100,Copper Sulphate 1kg x 100,Katyayani Copper Sulphate 1kg x 100,110,110,100,100,100,100
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6892,K-5405,BK-526,BK-526,1 kg x 2,1 kg x 2,Bio Npk consortia powder 1 kg x 2,Katyayani Bio Npk consortia powder 1 kg x 2,2.2,2.2,2,2,2,2
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-247,K-244,BK-869,BK-869,1 Ltr x 10,1 Ltr x 10,Beauveria Bassiana 1 Ltr x 10,Katyayani Beauveria Bassiana 1 Ltr x 10,11,11,10,10,10,10
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5407,K-5405,BK-526,BK-526,1 kg x 5,1 kg x 5,Bio Npk consortia powder 1 kg x 5,Katyayani Bio Npk consortia powder 1 kg x 5,5.5,5.5,5,5,5,5
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5251,K-5251,BK-467,BK-467,250gm x 1,250gm x 1,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 1,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5861,K-5861,BK-45,BK-45,400gm x 1,400gm x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 400gm x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 400gm x 1,0.44,0.44,0.4,0.4,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-6898,K-5676,BK-480,BK-480,1Ltr x 2,1Ltr x 2,Calcium Solubilizing bacteria 1Ltr x 2,Katyayani Calcium Solubilizing bacteria 1Ltr x 2,2.2,2.2,2,2,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-524,K-522,BK-03,BK-03,200gm x 50,200gm x 50,dismiss (Dimethomorph 50% WP) 200gm x 50,Katyayani dismiss (Dimethomorph 50% WP) 200gm x 50,11,11,10,10,50,50
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6749,K-6749,BK-623,BK-623,25 kg x 1,25 kg x 1,NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 25 kg x 1,Katyayani NEMOTODE PLUS (BIO PESTICIDES Verticillium Chlamydosporium 1% WP) 25 kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1340,K-1338,BK-527,BK-527,250gm x 4,250gm x 4,Chlorothalonil 75% wp 250gm x 4,Katyayani Chlorothalonil 75% wp 250gm x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6689,K-5821,BK-472,BK-472,100ml x 2,100ml x 2,Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 100ml x 2,0.22,0.22,0.2,0.2,2,2
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5865,K-5865,BK-543,BK-543,25kg x 1,25kg x 1,BHUMIRAJA (MYCORRHIZA) 25kg x 1,Katyayani BHUMIRAJA (MYCORRHIZA) 25kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-458,K-458,BK-546,BK-546,1 ltr x 1,1 ltr x 1,Trichoderma viride 1 ltr x 1,Katyayani Trichoderma viride 1 ltr x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-70,K-69,BK-917,BK-917,1 Ltr x 3,1 Ltr x 3,Rhizobium spp 1 Ltr x 3,Katyayani Rhizobium spp 1 Ltr x 3,3.3,3.3,3,3,3,3
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-5325,K-5325,BK-09,BK-09,1kg x 1,1kg x 1,MYCORRHIZA 1kg x 1,Katyayani MYCORRHIZA 1kg x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-86,K-85,BK-790,BK-790,1 Ltr x 3,1 Ltr x 3,Phosphate Solubilizing Bacteria 1 Ltr x 3,Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6218,K-6218,BK-45,BK-45,1kg x 1,1kg x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 1kg x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 1kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5784,K-540,BK-45,BK-45,500gm x 10,500gm x 10,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 10,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 10,5.5,5.5,5,5,10,10
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6577,K-6577,BK-867,BK-867,100 ml x 1,100 ml x 1,Pseudomonas fluorescence 100 ml x 1,Katyayani Pseudomonas fluorescence 100 ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-474,K-474,BK-870,BK-870,1 ltr x 1,1 ltr x 1,Paecilomyces Lilacinus 1 ltr x 1,Katyayani Paecilomyces Lilacinus 1 ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-481,K-478,BK-491,BK-491,1 ltr x 10,1 ltr x 10,Bacillus supp 2% AS 1 ltr x 10,Katyayani Bacillus supp 2% AS 1 ltr x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5170,K-5167,BK-901,BK-901,1 kg x 10,1 kg x 10,Verticillium Lecanii Bio Insecticide Powder 1 kg x 10,Katyayani Verticillium Lecanii Bio Insecticide Powder 1 kg x 10,11,11,10,10,10,10
Seeds,Seeds,Seeds,Seeds,G-688,G-688,BK-160,BK-160,1 gm x 1,1 gm x 1,Petunia Mix Seeds (1 gm) 1 gm x 1,Katyayani Petunia Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Seeds,Seeds,Seeds,Seeds,G-686,G-686,BK-158,BK-158,1 gm x 1,1 gm x 1,Chrysanthemum Mix Seeds (1 gm) 1 gm x 1,Katyayani Chrysanthemum Mix Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-7079,K-7079,BK-487,BK-487,20 gm x 1,20 gm x 1,Trichoderma Harzianum Bio Fungicide Powder  20 gm x 1,Trichoderma Harzianum Bio Fungicide Powder 20 gm x 1,0.022,0.022,0.02,0.02,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-240,K-240,BK-622,BK-622,1 Ltr x 1,1 Ltr x 1,Sporothrix Fungorum 1 Ltr x 1,Katyayani Sporothrix Fungorum 1 Ltr x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5117,K-5117,BK-06,BK-06,1kg x 1,1kg x 1,Copper Sulphate 1kg x 1,Katyayani Copper Sulphate 1kg x 1,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-479,K-478,BK-491,BK-491,1 ltr x 3,1 ltr x 3,Bacillus supp 2% AS 1 ltr x 3,Katyayani Bacillus supp 2% AS 1 ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-546,K-541,BK-45,BK-45,800gm x 62,800gm x 62,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 62,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 62,55,55,50,50,62,62
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-249,K-248,BK-997,BK-997,1 Ltr x 3,1 Ltr x 3,Verticillium lecanii 1 Ltr x 3,Katyayani Verticillium lecanii 1 Ltr x 3,3.3,3.3,3,3,3,3
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6687,K-5998,BK-499,BK-499,1ltr x 2,1ltr x 2,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 2,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 2,2.2,2.2,2,2,2,2
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6489,K-6489,BK-06,BK-06,5 kg x 1,5 kg x 1,Copper Sulphate 5 kg x 1,Katyayani Copper Sulphate 5 kg x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-541,K-541,BK-45,BK-45,800gm x 1,800gm x 1,Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 1,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 1,0.88,0.88,0.8,0.8,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-549,K-547,BK-467,BK-467,500gm x 6,500gm x 6,ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 6,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 6,3.3,3.3,3,3,6,6
other Products,other Products,Other Product,Other Product,G-753,G-753,BK-618,BK-618,340gm x 1,340gm  x1,SunFlower Lacithin powder 340gm x 1,SunFlower Lacithin powder340gm x1,0.34,0.34,0.34,0.34,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-511,K-508,BK-473,BK-473,250ml x 7,250ml x 7,Difenoconazole 25% EC - CONCOR 250ml x 7,Katyayani Concor 250ml x 7,1.925,1.925,1.75,1.75,7,7
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5927,K-5927,BK-862,BK-862,25 Ltr x 1,25 Ltr x 1,Triple Attack - VBM 25 Ltr x 1,Katyayani Triple Attack - VBM 25 Ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5323,K-5323,BK-632,BK-632,100 gm x 1,100 gm x 1,Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 100 gm x 1,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 100 gm x 1,0.11,0.11,0.1,0.1,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-422,K-420,BK-468,BK-468,1 Ltr x 5,1 Ltr x 5,BT Bio Larvicide liquid 1 Ltr x 5,Katyayani BT Bio Larvicide liquid 1 Ltr x 5,5.5,5.5,5,5,5,5
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5155,K-5155,BK-650,BK-650,1 kg x 1,1 kg x 1 ,Beauveria Bassiana Bio Insecticide Powder 1 kg x 1,Katyayani Beauveria Bassiana Bio Insecticide Powder 1 kg x 1 ,1.1,1.1,1,1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6356,K-6356,BK-641,BK-641,5 kg x 1,5 kg x 1,Hexaconazole 0.5% granuales 5 kg x 1,Katyayani Hexaconazole 0.5% granuales 5 kg x 1,5.5,5.5,5,5,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-76,K-73,BK-994,BK-994,1 Ltr x 10,1 Ltr x 10,Azotobacter spp 1 Ltr x 10,Katyayani Azotobacter spp 1 Ltr x 10,11,11,10,10,10,10
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6848,K-6848,BK-870,BK-870,5 ltr x 1,5 ltr x 1,Paecilomyces Lilacinus 5 ltr x 1,Katyayani Nema Cure Paecilomyces Lilacinus 5 ltr x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-435,K-433,BK-475,BK-475,250ml x 4,250ml x 4,Boost (Propiconazole 25 % EC) 250ml x 4,Katyayani Boost (Propiconazole 25 % EC) 250ml x 4,1.1,1.1,1,1,4,4
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6674,K-5327,BK-874,BK-874,1kg x 50,1kg x 50,SULVET - sulphur 80% wdg 1kg x 50,Katyayani SULVET - sulphur 80% wdg 1kg x 50,55,55,50,50,50,50
Seeds,Seeds,Seeds,Seeds,G-694,G-694,BK-166,BK-166,1 gm x 1,1 gm x 1,Sunflower Sungold Seeds (1 gm) 1 gm x 1,Katyayani Sunflower Sungold Seeds (1 gm) 1 gm x 1,0.001,0.001,0.001,0.001,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5553,K-5552,BK-469,BK-469,1KG x 3,1KG x 3,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 3,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1KG x 3,3.3,3.3,3,3,3,3
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5555,K-5552,BK-469,BK-469,1kg x 10,1kg x 10,NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 10,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% W.P) 1kg x 10,11,11,10,10,10,10
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6745,K-6745,BK-997,BK-997,25 Ltr x 1,25 Ltr x 1,Verticillium lecanii 25 Ltr x 1,Katyayani Verticillium lecanii 25 Ltr x 1,27.5,27.5,25,25,1,1
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-5557,K-5556,BK-651,BK-651,1Ltr x 3,1Ltr x 3,NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 3,Katyayani NEMA PRIME (Pochonia chlamydposporia 1% ) LIQUID 1Ltr x 3,3.3,3.3,3,3,3,3
other Products,other Products,Other Product,Other Product,G-748,G-748,BK-929,BK-929,227 gm x 1,227g  x1,Light Kaolin 227 gm x 1,Light Kaolin227g x1,0.227,0.227,0.227,0.227,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-953,K-5787,BK-874,BK-874,25kg x 40,25kg x 40,SULVET - sulphur 80% wdg 25kg x 40,Katyayani SULVET - sulphur 80% wdg 25kg x 40,1100,1100,1000,1000,40,40
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6688,K-5998,BK-499,BK-499,1ltr x 5,1ltr x 5,DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 5,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 5,5.5,5.5,5,5,5,5
Fertilizer,Fertilizer,Bio Stimulant,Bio Stimulant,K-5881,K-141,BK-5830,BK-5830,250 ml x 3,250 ml x 3,Bhannat Biostimulant 250 ml x 3,Katyayani Bhannat Biostimulant 250 ml x 3,0.825,0.825,0.75,0.75,3,3
Pesticide,Pesticide,Bio Insecticides,Bio Insecticides,K-6388,K-6388,BK-862,BK-862,100 ml x 1,100 ml x 1,Triple Attack - VBM 100 ml x 1,Katyayani Triple Attack - VBM 100 ml x 1,0.11,0.11,0.1,0.1,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6805,K-6805,BK-475,BK-475,100ml x 1,100ml x 1,Boost (Propiconazole 25 % EC) 100ml x 1,Katyayani Boost (Propiconazole 25 % EC) 100ml x 1,0.11,0.11,0.1,0.1,1,1
Seeds,Seeds,Seeds,Seeds,G-658,G-658,BK-242,BK-242,1.05 gm x 1,1.05 gm x 1,Cabbage Seeds Vegetable seeds 1.05 gm x 1,Katyayani Cabbage Seeds Vegetable seeds 1.05 gm x 1,0.00105,0.00105,0.00105,0.00105,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-438,K-433,BK-475,BK-475,250ml x 20,250ml x 20,Boost (Propiconazole 25 % EC) 250ml x 20,Katyayani Boost (Propiconazole 25 % EC) 250ml x 20,5.5,5.5,5,5,20,20
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6721,K-6721,BK-143,BK-143,5 Ltr x 1,5 Ltr x 1,Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 1,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 1,5.5,5.5,5,5,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5787,K-5787,BK-874,BK-874,25kg x 1,25kg x 1,SULVET - sulphur 80% wdg 25kg x 1,Katyayani SULVET - sulphur 80% wdg 25kg x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-1380,K-1380,BK-528,BK-528,250ml x 1,250ml x 1,Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 1,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 1,0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-7207,K-7207,BK-874,BK-874,250 gm x 1,250 gm x 1,SULVET - sulphur 80% wdg 250 gm x 1,SULVET - sulphur 80% wdg  250 gm   (250 gm x 1),0.275,0.275,0.25,0.25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-6708,K-6708,BK-43,BK-43,1 Kg x 1,1 Kg x 1,PROPI - Propineb 70% WP 1 Kg x 1,Katyayani PROPI - Propineb 70% WP 1 Kg x 1,1.1,1.1,1,1,1,1
Fertilizer,Fertilizer,Bio Fertilizer,Bio Fertilizer,K-7198,K-7198,BK-790,BK-790,500 ml x 1,500ml x 1,Phosphate Solubilizing Bacteria 500 ml x 1,Phosphate Solubilizing Bacteria Bio Fertilizer 500ml x 1,0.55,0.55,0.5,0.5,1,1
Fungicide,Fungicide,Bio Fungicide,Bio Fungicide,K-6753,K-6753,BK-817,BK-817,25 Ltr x 1,25 Ltr x 1,Ampelomyces quisqualis 25 Ltr x 1,Katyayani Ampelomyces quisqualis 25 Ltr x 1,27.5,27.5,25,25,1,1
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-496,K-495,BK-60,BK-60,250ml x 3,250ml x 3,Azoxy (Azoxystrobin 23 % sc) 250ml x 3,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 3,0.825,0.825,0.75,0.75,3,3
Seeds,Seeds,Seeds,Seeds,G-635,G-140,BK-227,BK-227,20gm x 10,20gm x 10,green onion  (leek)_Vegetable seeds 20gm x 10,Katyayani green onion (leek)_Vegetable seeds 20gm x 10,0.2,0.2,0.2,0.2,10,10
Fungicide,Fungicide,Chemical Fungicide,Chemical Fungicide,K-5642,K-5327,BK-874,BK-874,1kg x 10,1kg x 10,SULVET - sulphur 80% wdg 1kg x 10,Katyayani SULVET - sulphur 80% wdg 1kg x 10,11,11,10,10,10,10
