displayName,sku,parentSku,itemQty,grossWeight,is_parent,parentDisplayName,parentGrossWeight,correctGrossWeight,isCorrectGrossWeight
Katyayani PROPI - Propineb 70% WP 800gm x 25,K-531,K-527,25,22,false,Katyayani PROPI - Propineb 70% WP 800gm x 1,0.88,22,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 25,K-545,K-541,25,22,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 1,0.88,22,true
Katyayani NPK 00 00 23 470gm x 10,K-5673,K-5670,10,5.17,false,Katyayani NPK 00 00 23 470gm x 1,0.517,5.17,true
Katyayani NPK 00 00 23 1kg x 3,K-6309,K-6308,3,3.3,false,Katyayani NPK 00 00 23 1 kg x 1,1.1,3.3,true
Katyayani Rhizobium spp 1 Ltr x 3,K-70,K-69,3,3.3,false,Katyayani Rhizobium spp 1 Ltr x 1,1.1,3.3,true
Katyayani zinc edta 12 % 450gm x 4,K-160,K-158,4,1.98,false,Katyayani zinc edta 12 % 450gm x 1,0.495,1.98,true
Katyayani Boost (Propiconazole 25 % EC) 250ml x 3,K-434,K-433,3,0.825,false,Katyayani Boost (Propiconazole 25 % EC) 250ml x 1,0.275,0.825,true
Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 20,K-1209,K-1139,20,5.5,false,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 1,0.275,5.5,true
Katyayani All in 1 Organic Fungicide 100 gm x 18,K-446,K-442,18,1.98,false,Katyayani All in 1 Organic Fungicide 100gm x 1,0.11,1.98,true
Katyayani Starch superabsorbent WATER HOLD 1 kg x 3,K-6326,K-5173,3,3.3,false,Katyayani Starch superabsorbent WATER HOLD 1 kg x 1,1.1,3.3,true
Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 5,K-5606,K-5604,5,5.5,false,Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 1,1.1,5.5,true
Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 2,K-6263,K-6262,2,1.1,false,Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 1,0.55,1.1,true
Katyayani K-RAJA (MYCORRIZA) 100gm x 10,K-5669,K-5567,10,1.1,false,Katyayani K-RAJA (MYCORRIZA) 100gm x 1,0.11,1.1,true
Katyayani Ampelomyces quisqualis 1 ltr x 3,K-467,K-466,3,3.3,false,Katyayani Ampelomyces quisqualis 1 ltr x 1,1.1,3.3,true
Katyayani Fast - Paclobutrazol 23% SC 100ml x 10,K-5456,K-5803,10,1.1,false,Katyayani Fast - Paclobutrazol 23% SC 100ml X 1,0.11,1.1,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 10,K-544,K-541,10,8.8,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 1,0.88,8.8,true
Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 4,K-5763,K-5760,4,220,false,Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 1,55,220,true
Katyayani Humic Zyme Plus 10kg Bucket x 10,K-5138,K-5878,10,110,false,Katyayani Humic Zyme Plus 10KG Bucket x 1,11,110,true
Katyayani NPK 13 00 45 1 kg x 3,K-6292,K-5831,3,3.3,false,Katyayani NPK 13 40 13 1 kg X 1,1.1,3.3,true
Katyayani Calcium Solubilizing bacteria 1Ltr x 5,K-5678,K-5676,5,5.5,false,Katyayani Calcium Solubilizing bacteria 1Ltr x 1,1.1,5.5,true
Katyayani SULVET - sulphur 80% wdg 5 Kg x 20,K-488,K-6170,20,110,false,Katyayani SULVET - sulphur 80% wdg 5 kg x 1,5.5,110,true
Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 2,K-5761,K-5760,2,110,false,Katyayani SILICA PRO - NATURAL GRANULATED SILICA 50kg  x 1,55,110,true
Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 4,K-503,K-501,4,1.1,false,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,0.275,1.1,true
Katyayani Organic manure 50kg x 8,K-5095,K-5086,8,440,false,Katyayani Organic manure 50kg x 1,55,440,true
Katyayani Calcium Solubilizing bacteria 1Ltr x 10,K-5679,K-5676,10,11,false,Katyayani Calcium Solubilizing bacteria 1Ltr x 1,1.1,11,true
Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 12,K-537,K-533,12,3.3,false,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 1,0.275,3.3,true
Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 6,K-5819,K-6721,6,33,false,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 5 Ltr x 1,5.5,33,true
Katyayani Humic Zyme Plus 10kg Bucket x 40,K-5139,K-5878,40,440,false,Katyayani Humic Zyme Plus 10KG Bucket x 1,11,440,true
Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 3,K-5402,K-5401,3,3.3,false,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1,1.1,3.3,true
Katyayani ORGANIC MANURE ( bucket) 10 Kg  x 10,K-5794,K-5932,10,110,false,Katyayani ORGANIC MANURE ( bucket) 10kg x 1,11,110,true
Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 100,K-520,K-515,100,44,false,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1,0.44,44,true
Katyayani ZINC SULPHATE 33% 1kg x 3,K-5541,K-5688,3,3.3,false,Katyayani ZINC SULPHATE 33% 1kg x 1,1.1,3.3,true
Katyayani Trichoderma viride 1 ltr x 10,K-461,K-458,10,11,false,Katyayani Trichoderma viride 1 ltr x 1,1.1,11,true
Katyayani NPK 00 00 23 1kg x 10,K-6311,K-6308,10,11,false,Katyayani NPK 00 00 23 1 kg x 1,1.1,11,true
Katyayani Accel gro Plus (GIBBERELLIC ACID 40% WSG) 6gm x 8,K-6249,K-6232,8,0.0528,false,Katyayani Accel gro Plus (GIBBERELLIC ACID 40% WSG) 6 gm x 1,0.0066,0.0528,true
Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 7,K-492,K-489,7,1.925,false,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,0.275,1.925,true
Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 12,K-499,K-495,12,3.3,false,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,0.275,3.3,true
Katyayani Concor 250ml x 20,K-513,K-508,20,5.5,false,Katyayani Concor 250ml x 1,0.275,5.5,true
Katyayani Boric Acid 397gm x 4,K-5633,K-5631,4,1.65,false,Katyayani Boric Acid 397gm x 1,0.4367,1.7468,false
Katyayani Concor 250ml x 60,K-5085,K-508,60,16.5,false,Katyayani Concor 250ml x 1,0.275,16.5,true
Katyayani Meta-manco 400gm x 2,K-5638,K-521,2,0.88,true,Katyayani Meta-manco 400gm x 1,0.44,0.88,true
Katyayani Trichoderma viride 1 ltr x 5,K-460,K-458,5,5.5,false,Katyayani Trichoderma viride 1 ltr x 1,1.1,5.5,true
Katyayani Organic manure 50kg x 2,K-5094,K-5086,2,110,false,Katyayani Organic manure 50kg x 1,55,110,true
Katyayani ETHER 39 (Ethephon 39% SL) 250ml x 3,K-5603,K-5602,3,0.825,false,Katyayani ETHER 39 (Ethephon 39% SL) 250ml x 1 ,0.275,0.825,true
Katyayani Npk 12 61 00 1kg x 20,K-6303,K-5971,20,22,false,Katyayani Npk 12 61 00 1kg x 1,1.1,22,true
Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 4,K-535,K-533,4,1.1,false,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 1,0.275,1.1,true
Katyayani All in 1 Organic Fungicide 100gm x 100,K-449,K-442,100,11,false,Katyayani All in 1 Organic Fungicide 100gm x 1,0.11,11,true
Katyayani PROPI - Propineb 70% WP 800gm x 10,K-530,K-527,10,8.8,false,Katyayani PROPI - Propineb 70% WP 800gm x 1,0.88,8.8,true
Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250 ML x 2,K-1137,K-489,2,0.55,true,Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 1,0.275,0.55,true
Katyayani Npk 12 61 00 1kg x 50,K-6673,K-5971,50,55,false,Katyayani Npk 12 61 00 1kg x 1,1.1,55,true
Katyayani NPK 13 40 13 470gm x 2,K-5532,K-5531,2,1.034,false,Katyayani NPK 13 40 13 470gm x 1,0.517,1.034,true
Katyayani ORGANIC MANURE ( bucket) 10 Kg x 100,K-5796,K-5932,100,1100,false,Katyayani ORGANIC MANURE ( bucket) 10kg x 1,11,1100,true
Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 3,K-496,K-495,3,0.825,false,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,0.275,0.825,true
Katyayani Boost (Propiconazole 25 % EC) 250ml x 12,K-437,K-433,12,3.3,false,Katyayani Boost (Propiconazole 25 % EC) 250ml x 1,0.275,3.3,true
Katyayani FE EDTA Iron 450 gm x 20,K-979,K-975,20,9.9,false,Katyayani FE EDTA Iron 450 gm x 1,0.495,9.9,true
Katyayani NPK 13 00 45 1 kg x 10,K-6294,K-5831,10,11,false,Katyayani NPK 13 40 13 1 kg X 1,1.1,11,true
Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 40,K-539,K-533,40,11,false,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 1,0.275,11,true
Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 3,K-548,K-547,3,1.65,false,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 1,0.55,1.65,true
Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 20,K-551,K-547,20,11,false,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 1,0.55,11,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 20,K-5278,K-1190,20,5.5,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 1,0.275,5.5,true
Katyayani All in 1 Organic Fungicide 100 gm x 50,K-448,K-442,50,5.5,false,Katyayani All in 1 Organic Fungicide 100gm x 1,0.11,5.5,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 20,K-5785,K-540,20,11,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500 gm x 1,0.55,11,true
Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 10,K-5607,K-5604,10,11,false,Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 1,1.1,11,true
Katyayani Organic Potash Fertilizer 10kg Bucket x 100,K-5137,K-5098,100,1100,false,Katyayani Organic Potash Fertilizer 10 kg Bucket x 1,11,1100,true
Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 2,K-516,K-515,2,0.88,false,Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 1,0.44,0.88,true
Katyayani Starch superabsorbent WATER HOLD 5KG x 2,K-5807,K-5806,2,11,false,Katyayani Starch superabsorbent WATER HOLD 5KG x 1,5.5,11,true
Katyayani NPK 13 00 45 1 kg x 5,K-6293,K-5831,5,5.5,false,Katyayani NPK 13 40 13 1 kg X 1,1.1,5.5,true
Katyayani NATURAL GRANULATED SILICA GARDNERS 950gm x 10,K-5425,K-5422,10,10.45,false,Katyayani NATURAL GRANULATED SILICA GARDNERS 950gm x 1,1.045,10.45,true
Katyayani Concor 250ml x 40,K-514,K-508,40,11,false,Katyayani Concor 250ml x 1,0.275,11,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm  x 2,K-5782,K-540,2,1.1,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500 gm x 1,0.55,1.1,true
Katyayani Prom Farmer 50 KG x 2,K-5061,K-5174,2,110,false,Katyayani Prom Farmer 50 KG x 1 ,55,110,true
Katyayani PROPI - Propineb 70% WP 800gm x 50,K-532,K-527,50,44,false,Katyayani PROPI - Propineb 70% WP 800gm x 1,0.88,44,true
Katyayani Organic manure 50kg x 20,K-5096,K-5086,20,1100,false,Katyayani Organic manure 50kg x 1,55,1100,true
Katyayani NPK 13 40 13 1kg x 20,K-6307,K-5831,20,22,false,Katyayani NPK 13 40 13 1 kg X 1,1.1,22,true
Katyayani Chlorothalonil 75% wp 250gm x 20,K-1343,K-1338,20,5.5,false,Katyayani Chlorothalonil 75% wp 250gm x 1,0.275,5.5,true
Katyayani PROPI - Propineb 70% WP 400gm x 75,K-5089,K-1250,75,33,false,Katyayani PROPI - Propineb 70% WP 400gm x 1,0.44,33,true
Katyayani ammonium molybnate 52% 100gm x 10,K-5726,K-5723,10,1.1,false,Katyayani ammonium molybnate 52% 100gm x 1,0.11,1.1,true
Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 4,K-6264,K-6262,4,2.2,false,Katyayani Accel gro (Gibberellic Acid 0.186% S.P) 500 gm x 1,0.55,2.2,true
Katyayani Trichoderma harzianum 1 ltr x 5,K-464,K-462,5,5.5,false,Katyayani Trichoderma harzianum 1 ltr x 1,1.1,5.5,true
Katyayani kzeb (Mancozeb 75% WP) 800gm x 25,K-565,K-561,25,22,false,Katyayani kzeb (Mancozeb 75% WP) 800gm x 1,0.88,22,true
Katyayani thifluzamide  Peter 150ML x 20,K-5259,K-5254,20,3.3,false,Katyayani thifluzamide  Peter 150ML x 1,0.165,3.3,true
Katyayani kzeb (Mancozeb 75% WP) 800gm x 5,K-563,K-561,5,4.4,false,Katyayani kzeb (Mancozeb 75% WP) 800gm x 1,0.88,4.4,true
Katyayani Pseudomonas Fluorescens 1 kg x 10,K-5126,K-5120,10,11,false,Katyayani Pseudomonas Fluorescens 1 kg x 1 ,1.1,11,true
Katyayani Pseudomonas fluorescence 1 ltr x 5,K-472,K-470,5,5.5,false,Katyayani Pseudomonas fluorescence 1 ltr x 1,1.1,5.5,true
Katyayani Npk 12 61 00 1kg x 10,K-6302,K-5971,10,11,false,Katyayani Npk 12 61 00 1kg x 1,1.1,11,true
Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 2,K-5681,K-5680,2,8.8,false,Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 1 ,4.4,8.8,true
Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 7,K-1215,K-533,7,1.925,false,Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 1,0.275,1.925,true
Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 20,K-506,K-501,20,5.5,false,Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 1,0.275,5.5,true
Katyayani NPK 13 40 13 1kg x 3,K-6304,K-5831,3,3.3,false,Katyayani NPK 13 40 13 1 kg X 1,1.1,3.3,true
Katyayani All in 1 Organic Fungicide 100gm x 36,K-447,K-442,36,3.96,false,Katyayani All in 1 Organic Fungicide 100gm x 1,0.11,3.96,true
Katyayani Organic PROM Fertilizer 10kg Bucket x 40,K-5133,K-5097,40,440,false,Katyayani Organic PROM Fertilizer 10 kg Bucket x 1,11,440,true
Katyayani Rootfast 100gm x 8,K-1300,K-1298,8,0.88,false,Katyayani Rootfast 100gm x 1,0.11,0.88,true
Katyayani Bio Zyme 35kg x 4,K-5195,K-5099,4,154,false,Katyayani ZYME Bucket 35 KG X 1 ,38.5,154,true
Katyayani Npk 12 61 00 1kg x 5,K-6301,K-5971,5,5.5,false,Katyayani Npk 12 61 00 1kg x 1,1.1,5.5,true
Katyayani Trichoderma harzianum 1 ltr x 3,K-463,K-462,3,3.3,false,Katyayani Trichoderma harzianum 1 ltr x 1,1.1,3.3,true
Katyayani Boost (Propiconazole 25 % EC) 250ml x 6,K-436,K-433,6,1.65,false,Katyayani Boost (Propiconazole 25 % EC) 250ml x 1,0.275,1.65,true
Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 5,K-5360,K-5358,5,5.5,false,Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 1,1.1,5.5,true
Katyayani Boost (Propiconazole 25 % EC) 250ml x 20,K-438,K-433,20,5.5,false,Katyayani Boost (Propiconazole 25 % EC) 250ml x 1,0.275,5.5,true
Katyayani Concor 250ml x 3,K-509,K-508,3,0.825,false,Katyayani Concor 250ml x 1,0.275,0.825,true
Katyayani Paecilomyces Lilacinus 1 ltr x 10,K-477,K-474,10,11,false,Katyayani Paecilomyces Lilacinus 1 ltr x 1,1.1,11,true
Katyayani NPK 13 40 13 1kg x 10,K-6306,K-5831,10,11,false,Katyayani NPK 13 40 13 1 kg X 1,1.1,11,true
Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 5,K-5403,K-5401,5,5.5,false,Katyayani BACSIL SILICA SOLUBIZING BACTERIA 1Ltr x 1,1.1,5.5,true
Katyayani Copper Sulphate 470g x 4,K-5812,K-5810,4,2.068,false,Katyayani Copper Sulphate 470g x 1,0.517,2.068,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 20,K-582,K-577,20,5.5,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1,0.275,5.5,true
Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 50,K-1216,K-554,50,55,false,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1,1.1,55,true
Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 20,K-6512,K-6511,20,2.2,false,Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1,0.11,2.2,true
Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 50,K-6514,K-6511,50,5.5,false,Katyayani KasuCopper 50 (Kasugamycin 5% + Copper Oxychloride 45% WP) 100 gm x 1,0.11,5.5,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 2,K-6619,K-5687,2,0.11,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 50ml x 1,0.055,0.11,true
Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 10,K-5123,K-5119,10,11,false,Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 1 ,1.1,11,true
Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 5,K-5122,K-5119,5,5.5,false,Katyayani BACILLUS SUPP 2% AS Powder 1 kg x 1 ,1.1,5.5,true
Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 10,K-5361,K-5358,10,11,false,Katyayani K-Ortho - Orthosilicic Acid (OSA) 2 % 1Ltr x 1,1.1,11,true
Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 4,K-497,K-495,4,1.1,false,Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 1,0.275,1.1,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500gm x 10,K-5784,K-540,10,5.5,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 500 gm x 1,0.55,5.5,true
Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250 gm x 40,K-6479,K-1190,40,11,false,Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 250gm x 1,0.275,11,true
Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 3,K-6518,K-6517,3,0.33,false,Katyayani AZOTRI PRO (Azoxystrobin 16.7 % + Tricyclazole 33.3% SC) 100 ml x 1,0.11,0.33,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 2,K-6621,K-5690,2,0.22,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1,0.11,0.22,true
Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 10,K-6354,K-6351,10,11,true,Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1,1.1,11,true
Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 50,K-5468,K-5551,50,0.33,false,Katyayani KMYCIN (Streptomycin Sulphate 90% + Tetracycline Hydrochloride 10%) 6gm x 1,0.0066,0.33,true
Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 12,K-5635,K-5824,12,3.3,false,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1,0.275,3.3,true
Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 20,K-5636,K-5824,20,5.5,false,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1,0.275,5.5,true
Katyayani Neev ( Tebuconazole 2% DS )  40gm x 5,K-5659,K-5689,5,0.22,false,Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1,0.044,0.22,true
Katyayani Neev ( Tebuconazole 2% DS )  40gm x 10,K-5664,K-5689,10,0.44,false,Katyayani Neev ( Tebuconazole 2% DS )  40gm x 1,0.044,0.44,true
Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 5,K-6161,K-6159,5,5.5,false,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 1Ltr x 1,1.1,5.5,true
Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 20,K-5573,K-5568,20,5.5,false,Katyayani DR BLIGHT (Metalaxyl-M 3.3% + Chlorothalonil 33.1% SC) 250ml x 1 ,0.275,5.5,true
Katyayani bordeaux mixture  950gm x 5,K-5667,K-5666,5,5.225,false,Katyayani bordeaux mixture  950gm x 1,1.045,5.225,true
Katyayani kzeb (Mancozeb 75% WP) 800gm x 50,K-566,K-561,50,44,false,Katyayani kzeb (Mancozeb 75% WP) 800gm x 1,0.88,44,true
Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 4,K-1382,K-1380,4,1.1,false,Katyayani Namami - Tricyclazole 18.0% + Tebuconazole 14.4% SC 250ml x 1,0.275,1.1,true
Katyayani Paecilomyces Lilacinus 1 ltr x 3,K-475,K-474,3,3.3,false,Katyayani Paecilomyces Lilacinus 1 ltr x 1,1.1,3.3,true
Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 2,K-450,K-5251,2,0.55,false,Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 250gm x 1,0.275,0.55,true
Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 20,K-6355,K-6351,20,22,true,Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1,1.1,22,true
Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 3,K-5147,K-5146,3,3.3,false,Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ,1.1,3.3,true
Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 3,K-556,K-554,3,3.3,false,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1,1.1,3.3,true
Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 5,K-6353,K-6351,5,5.5,true,Katyayani META - SULVET (Sulphur 55.16% SC) 1 ltr x 1,1.1,5.5,true
Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 3,K-5143,K-5142,3,3.3,false,Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ,1.1,3.3,true
Katyayani kzeb (Mancozeb 75% WP) 800gm x 10,K-564,K-561,10,8.8,false,Katyayani kzeb (Mancozeb 75% WP) 800gm x 1,0.88,8.8,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 2,K-6686,K-6500,2,1.1,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 500 ml x 1,0.55,1.1,true
Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 5,K-5144,K-5142,5,5.5,false,Katyayani Trichoderma Viride Bio Fungicide Powder  1 kg x 1 ,1.1,5.5,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 2,K-6687,K-5998,2,2.2,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 1ltr x 1,1.1,2.2,true
Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 50,K-1393,K-1387,50,55,false,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 1,0.11,5.5,false
Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 4,K-5634,K-5824,4,1.1,false,Katyayani Chatur - Mancozeb 40% + Azoxystrobin 7% 250ml x 1,0.275,1.1,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 12,K-581,K-577,12,3.3,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 250ml x 1,0.275,3.3,true
Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 20,K-6548,K-6544,20,13.2,false,Katyayani Azozeb  (Azoxystrobin 8.3% + Mancozeb 66.7% WG) 600 gm x 1,0.66,13.2,true
Katyayani Copper Sulphate 470g x 20,K-5814,K-5810,20,10.34,false,Katyayani Copper Sulphate 470g x 1,0.517,10.34,true
Katyayani Weed killer 250ml x 4,K-585,K-583,4,1.1,false,Katyayani Weed killer 250ml x 1 ,0.25,1,false
Katyayani kzeb (Mancozeb 75% WP) 400gm x 25,K-5072,K-560,25,11,false,Katyayani kzeb (Mancozeb 75% WP) 400gm x 1,0.44,11,true
Katyayani Chlorothalonil 75% wp 250gm x 4,K-1340,K-1338,4,1.1,false,Katyayani Chlorothalonil 75% wp 250gm x 1,0.275,1.1,true
Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 10,K-6623,K-5690,10,1.1,false,Katyayani DrZole (Azoxystrobin 11.00 % Tebuconazole 18.30 % SC) 100ml x 1,0.11,1.1,true
Katyayani Copper Sulphate 1kg x 100,K-5200,K-5117,100,110,false,Katyayani Copper Sulphate 1kg x 1,1.1,110,true
Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 10,K-558,K-554,10,11,false,Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 1 Kg x 1,1.1,11,true
Katyayani thifluzamide  Peter 150ML x 3,K-5256,K-5254,3,0.495,false,Katyayani thifluzamide  Peter 150ML x 1,0.165,0.495,true
Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 3,K-5152,K-5151,3,3.3,false,Katyayani Trichoderma Harzianum Bio Fungicide Powder  1 kg x 1 ,1.1,3.3,true
Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 10,K-5149,K-5146,10,11,false,Katyayani Paecilomyces Lilacinus Bio Fungicide Powder 1 kg x 1 ,1.1,11,true
Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100 gm x 2,K-1388,K-1387,2,0.22,false,Katyayani Kartavya - Tebuconazole 50% + Trifloxystrobin 25% WG 100gm x 1,0.11,0.22,true
