"displayName","sku","parentSku","itemQty","grossWeight","is_parent","parentDisplayName","parentGrossWeight","correctGrossWeight","isCorrectGrossWeight"
"Katyayani GMS Powder 400gm x 1","K-758","K-758",1,0.4,true,"Katyayani GMS Powder 400gm x 1",0.4,0.4,true
"Katyayani Calcium Hypochlorite 400gm x 1","K-722","K-722",1,0.4,true,"Katyayani Calcium Hypochlorite 400gm x 1",0.4,0.4,true
"Katyayani Clearance Paraquat Dichloride 24% SL  30ltr x 1","K-5197","K-5197",1,33,true,"Katyayani Clearance Paraquat Dichloride 24% SL  30ltr x 1",33,33,true
"Katyayani Glyphosate 41% SL 200Ltr x 1","K-6064","K-6064",1,220,true,"Katyayani Glyphosate 41% SL 200Ltr x 1",220,220,true
"Katyayani Sodium Sulphate 5 kg x 1","K-823","K-823",1,5.5,true,"Katyayani Sodium Sulphate 5 kg x 1",5.5,5.5,true
"Katyayani corn starch 400gm x 1","K-734","K-734",1,0.4,true,"Katyayani corn starch 400gm x 1",0.4,0.4,true
"Katyayani Calcium Hypochlorite 1 kg x 1","K-723","K-723",1,1.1,true,"Katyayani Calcium Hypochlorite 1 kg x 1",1.1,1.1,true
"Katyayani Stearic Acid 1 kg x 1","K-831","K-831",1,1.1,true,"Katyayani Stearic Acid 1 kg x 1",1.1,1.1,true
"Katyayani Whitening Agent 5 kg x 1","K-694","K-694",1,5.5,true,"Katyayani Whitening Agent 5 kg x 1",5.5,5.5,true
"Katyayani Ferrous Sulfate 1 kg x 1","K-753","K-753",1,1.1,true,"Katyayani Ferrous Sulfate 1 kg x 1",1.1,1.1,true
"Katyayani Celosia Cristata Seeds_Flowering Seed 100gm x 1","G-68","G-68",1,0.1,true,"Katyayani Celosia Cristata Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Polyvinyl Alcohol 400gm x 1","K-779","K-779",1,0.4,true,"Katyayani Polyvinyl Alcohol 400gm x 1",0.4,0.4,true
"Katyayani Maltodextrin 5 kg x 1","K-769","K-769",1,5.5,true,"Katyayani Maltodextrin 5 kg x 1",5.5,5.5,true
"Katyayani Bleaching Powder 397 gm x 1","K-864","K-864",1,0.397,true,"Katyayani Bleaching Powder 397 gm x 1",0.397,0.397,true
"Katyayani Garuda 100ml x 1","K-599","K-599",1,0.1,true,"Katyayani Garuda 100ml x 1",0.1,0.1,true
"Katyayani Marigold French Seeds_Flowering Seed 100gm x 1","G-13","G-13",1,0.1,true,"Katyayani Marigold French Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Metribuzin 70% WP - METZIN 1kg x 1","K-6090","K-6090",1,1.1,true,"Katyayani Metribuzin 70% WP - METZIN 1kg x 1",1.1,1.1,true
"Katyayani Whitening Agent 400gm x 1","K-692","K-692",1,0.4,true,"Katyayani Whitening Agent 400gm x 1",0.4,0.4,true
"Katyayani Silica Gel Blue 5 kg x 1","K-793","K-793",1,5.5,true,"Katyayani Silica Gel Blue 5 kg x 1",5.5,5.5,true
"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 1 ltr x 1","K-6341","K-6341",1,1.1,true,"Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 1 ltr x 1",1.1,1.1,true
"Katyayani Sunflower Oil Seeds - 100 g_Flowering Seed 100gm x 1","G-38","G-38",1,0.1,true,"Katyayani Sunflower Oil Seeds - 100 g_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Soy Lecithin 400gm x 1","K-827","K-827",1,0.4,true,"Katyayani Soy Lecithin 400gm x 1",0.4,0.4,true
"Katyayani Thickening Agent 400gm x 1","K-839","K-839",1,0.4,true,"Katyayani Thickening Agent 400gm x 1",0.4,0.4,true
"Katyayani Zinnia Double Mix Seeds_Flowering Seed 10gm x 1","G-24","G-24",1,0.01,true,"Katyayani Zinnia Double Mix Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Foaming Agent 5 kg x 1","K-757","K-757",1,5.5,true,"Katyayani Foaming Agent 5 kg x 1",5.5,5.5,true
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  1ltr x 1","K-6074","K-6074",1,1.1,true,"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  1ltr x 1",1.1,1.1,true
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 1","K-613","K-613",1,0.25,true,"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 1",0.25,0.25,true
"Katyayani Zinnia Double Mix Seeds_Flowering Seed 100gm x 1","G-25","G-25",1,0.1,true,"Katyayani Zinnia Double Mix Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Shellac Flakes 5 kg x 1","K-790","K-790",1,5.5,true,"Katyayani Shellac Flakes 5 kg x 1",5.5,5.5,true
"Katyayani Tartaric Acid 400gm x 1","K-836","K-836",1,0.4,true,"Katyayani Tartaric Acid 400gm x 1",0.4,0.4,true
"Katyayani Shellac Flakes 1 kg x 1","K-789","K-789",1,1.1,true,"Katyayani Shellac Flakes 1 kg x 1",1.1,1.1,true
"Katyayani Clearance Paraquat Dichloride 24% SL  5 ltr x 1","K-6168","K-6168",1,5.5,true,"Katyayani Clearance Paraquat Dichloride 24% SL  5 ltr x 1",5.5,5.5,true
"Katyayani Celosia Plumosa Seeds_Flowering Seed 10gm x 1","G-45","G-45",1,0.01,true,"Katyayani Celosia Plumosa Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Sulfuric Acid first grade 950gm x 1","K-6026","K-6026",1,0.95,true,"Katyayani Sulfuric Acid first grade 950gm x 1",0.95,0.95,true
"Katyayani Maltodextrin 400gm x 1","K-767","K-767",1,0.4,true,"Katyayani Maltodextrin 400gm x 1",0.4,0.4,true
"Katyayani Thickening Agent 5 kg x 1","K-841","K-841",1,5.5,true,"Katyayani Thickening Agent 5 kg x 1",5.5,5.5,true
"Katyayani Kojic Acid 1kg x 1","K-6058","K-6058",1,1.1,true,"Katyayani Kojic Acid 1kg x 1",1.1,1.1,true
"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  300ml x 1","K-5294","K-5294",1,0.3,true,"Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  300ml x 1",0.3,0.3,true
"Katyayani carbomer 1kg x 1","K-6059","K-6059",1,1.1,true,"Katyayani carbomer 1kg x 1",1.1,1.1,true
"Katyayani Alum Powder 1 kg x 1","K-705","K-705",1,1.1,true,"Katyayani Alum Powder 1 kg x 1",1.1,1.1,true
"Katyayani MnO2 400gm x 1","K-770","K-770",1,0.4,true,"Katyayani MnO2 400gm x 1",0.4,0.4,true
"Katyayani Gomphrena Seeds_Flowering Seed 100gm x 1","G-66","G-66",1,0.1,true,"Katyayani Gomphrena Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani ISO PROPYL ALCOHOL - IPA 950ml x 1","K-677","K-677",1,0.95,true,"Katyayani ISO PROPYL ALCOHOL - IPA 950ml x 1",0.95,0.95,true
"Katyayani Candytuft Seeds_Flowering Seed 10gm x 1","G-73","G-73",1,0.01,true,"Katyayani Candytuft Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Calcium Hypochlorite 5 kg x 1","K-724","K-724",1,5.5,true,"Katyayani Calcium Hypochlorite 5 kg x 1",5.5,5.5,true
"Katyayani Soda Ash 5 kg x 1","K-802","K-802",1,5.5,true,"Katyayani Soda Ash 5 kg x 1",5.5,5.5,true
"Katyayani Lupins Seeds_Flowering Seed 100gm x 1","G-50","G-50",1,0.1,true,"Katyayani Lupins Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Celosia Plumosa Seeds_Flowering Seed 100gm x 1","G-46","G-46",1,0.1,true,"Katyayani Celosia Plumosa Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 500 ml x 1","K-6498","K-6498",1,0.5,true,"Katyayani Katal (2,4-D Dimethyl Amine Salt 58% SL) 500 ml x 1",0.5,0.5,true
"Katyayani ISO PROPYL ALCOHOL - IPA 1ltr x 1","K-1167","K-1167",1,1.1,true,"Katyayani ISO PROPYL ALCOHOL - IPA 1ltr x 1",1.1,1.1,true
"Katyayani Zinc Sulphate 1 kg x 1","K-858","K-858",1,1.1,true,"Katyayani Zinc Sulphate 1 kg x 1",1.1,1.1,true
"Katyayani PENZA 1 ltr x 1","K-619","K-619",1,1.1,true,"Katyayani PENZA 1 ltr x 1",1.1,1.1,true
"Katyayani Clarkia Mix Seeds_Flowering Seed 100gm x 1","G-58","G-58",1,0.1,true,"Katyayani Clarkia Mix Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Dianthus Mix Seeds_Flowering Seed 100gm x 1","G-29","G-29",1,0.1,true,"Katyayani Dianthus Mix Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani HydroxyEthyl Cellulose 1 kg x 1","K-762","K-762",1,1.1,true,"Katyayani HydroxyEthyl Cellulose 1 kg x 1",1.1,1.1,true
"Katyayani Activated Alumina 400gm x 1","K-695","K-695",1,0.4,true,"Katyayani Activated Alumina 400gm x 1",0.4,0.4,true
"Katyayani Dextrin 400gm x 1","K-740","K-740",1,0.4,true,"Katyayani Dextrin 400gm x 1",0.4,0.4,true
"Katyayani Security plus ( BISPYRIBAC SODIUM 20% + PYRAZOSULFURON ETHYL 15% WDG ) 60 gm x 1","K-6230","K-6230",1,0.06,true,"Katyayani Security plus ( BISPYRIBAC SODIUM 20% + PYRAZOSULFURON ETHYL 15% WDG ) 60 gm x 1",0.06,0.06,true
"Katyayani Aluminium Sulphate 400gm x 1","K-707","K-707",1,0.4,true,"Katyayani Aluminium Sulphate 400gm x 1",0.4,0.4,true
"Katyayani Disodium EDTA 400gm x 1","K-743","K-743",1,0.4,true,"Katyayani Disodium EDTA 400gm x 1",0.4,0.4,true
"Katyayani Clearance Paraquat Dichloride 42% SL 50ltr x 1","K-6072","K-6072",1,55,true,"Katyayani Clearance Paraquat Dichloride 42% SL 50ltr x 1",55,55,true
"Katyayani Malic Acid 1 kg x 1","K-765","K-765",1,1.1,true,"Katyayani Malic Acid 1 kg x 1",1.1,1.1,true
"Katyayani Monosodium Glutamate 1 kg x 1","K-861","K-861",1,1.1,true,"Katyayani Monosodium Glutamate 1 kg x 1",1.1,1.1,true
"Katyayani Glyphosate 41% SL 5ltr x 1","K-6127","K-6127",1,5.5,true,"Katyayani Glyphosate 41% SL 5ltr x 1",5.5,5.5,true
"Katyayani Silica Gel Blue 400gm x 1","K-791","K-791",1,0.4,true,"Katyayani Silica Gel Blue 400gm x 1",0.4,0.4,true
"Katyayani Ageratum Seeds_Flowering Seed 10gm x 1","G-39","G-39",1,0.01,true,"Katyayani Ageratum Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Aluminium Sulphate 5 kg x 1","K-709","K-709",1,5.5,true,"Katyayani Aluminium Sulphate 5 kg x 1",5.5,5.5,true
"Katyayani Dahlia Seeds_Flowering Seed 10gm x 1","G-05","G-05",1,0.01,true,"Katyayani Dahlia Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 1","K-5613","K-5613",1,0.016,true,"Katyayani FATAFAT (Sulfosulfuron 75% + Metsulfuron Methyl 5% WG) herbicide 16gm x 1",0.016,0.016,true
"Katyayani Sodium Lauryl Sulfate 5 kg x 1","K-814","K-814",1,5.5,true,"Katyayani Sodium Lauryl Sulfate 5 kg x 1",5.5,5.5,true
"Katyayani Statice Mix Seeds_Flowering Seed 10gm x 1","G-63","G-63",1,0.01,true,"Katyayani Statice Mix Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Ageratum Seeds_Flowering Seed 100gm x 1","G-40","G-40",1,0.1,true,"Katyayani Ageratum Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Sodium Sulphate 400gm x 1","K-821","K-821",1,0.4,true,"Katyayani Sodium Sulphate 400gm x 1",0.4,0.4,true
"Katyayani Potassium phosphonate 25ltr x 1","K-6089","K-6089",1,27.5,true,"Katyayani Potassium phosphonate 25ltr x 1",27.5,27.5,true
"Katyayani GMS Powder 5 kg x 1","K-760","K-760",1,5.5,true,"Katyayani GMS Powder 5 kg x 1",5.5,5.5,true
"Katyayani Sodium Lauryl Sulfate 400gm x 1","K-812","K-812",1,0.4,true,"Katyayani Sodium Lauryl Sulfate 400gm x 1",0.4,0.4,true
"Katyayani Malic Acid 5 kg x 1","K-766","K-766",1,5.5,true,"Katyayani Malic Acid 5 kg x 1",5.5,5.5,true
"Katyayani Tartaric Acid 1 kg x 1","K-837","K-837",1,1.1,true,"Katyayani Tartaric Acid 1 kg x 1",1.1,1.1,true
"Katyayani Feldspar 1 kg x 1","K-747","K-747",1,1.1,true,"Katyayani Feldspar 1 kg x 1",1.1,1.1,true
"Katyayani Sodium Carbonate 400gm x 1","K-806","K-806",1,0.4,true,"Katyayani Sodium Carbonate 400gm x 1",0.4,0.4,true
"Katyayani Statice Mix Seeds_Flowering Seed 100gm x 1","G-64","G-64",1,0.1,true,"Katyayani Statice Mix Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Poppy Mix Seeds_Flowering Seed 10gm x 1","G-41","G-41",1,0.01,true,"Katyayani Poppy Mix Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani ISO PROPYL ALCOHOL - IPA 500ml x 1","K-5356","K-5356",1,0.5,true,"Katyayani ISO PROPYL ALCOHOL - IPA 500ml x 1",0.5,0.5,true
"Katyayani Ball clay 5 kg x 1","K-715","K-715",1,5.5,true,"Katyayani Ball clay 5 kg x 1",5.5,5.5,true
"Katyayani Titanium Dioxide 250gm x 1","K-5018","K-5018",1,0.25,true,"Katyayani Titanium Dioxide 250gm x 1",0.25,0.25,true
"Katyayani Chrysanthemum Mix Seeds_Flowering Seed 10gm x 1","G-03","G-03",1,0.01,true,"Katyayani Chrysanthemum Mix Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Cow Dung Cakes 50pc x 1","K-678","K-678",1,0.275,true,"Katyayani Cow Dung Cakes 50pc x 1",0.275,0.275,true
"Katyayani paddy Guard 250 MLx 1","K-630","K-630",1,0.25,true,"Katyayani paddy Guard 250 MLx 1",0.25,0.25,true
"Katyayani Soap Noodles 1 kg x 1","K-798","K-798",1,1.1,true,"Katyayani Soap Noodles 1 kg x 1",1.1,1.1,true
"Katyayani Sodium Silicate 1 kg x 1","K-819","K-819",1,1.1,true,"Katyayani Sodium Silicate 1 kg x 1",1.1,1.1,true
"Katyayani Corn Flower Mix Seeds_Flowering Seed 100gm x 1","G-60","G-60",1,0.1,true,"Katyayani Corn Flower Mix Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 1ltr x 1","K-5919","K-5919",1,1.1,true,"Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 1ltr x 1",1.1,1.1,true
"Katyayani Sodium Citrate dihydrate 397 gm x 1","K-689","K-689",1,0.397,true,"Katyayani Sodium Citrate dihydrate 397 gm x 1",0.397,0.397,true
"Katyayani Ferric Chloride 1 kg x 1","K-750","K-750",1,1.1,true,"Katyayani Ferric Chloride 1 kg x 1",1.1,1.1,true
"Katyayani Green Podded Beans Seeds (Valor)_Vegitable Seed 100gm x 1","G-234","G-234",1,0.1,true,"Katyayani Green Podded Beans Seeds (Valor)_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Wheat Grass Powder  454 gm (16 oz) x 1","G-452","G-452",1,0.454,true,"Katyayani Wheat Grass Powder  454 gm (16 oz) x 1",0.454,0.454,true
"Katyayani Carrot Nantes Seeds (Improved)_Microgreen Seeds 10gm x 1","G-247","G-247",1,0.01,true,"Katyayani Carrot Nantes Seeds (Improved)_Microgreen Seeds 10gm x 1",0.01,0.01,true
"Katyayani Potassium silicate 1kg x 1","K-6092","K-6092",1,1.1,true,"Katyayani Potassium silicate 1kg x 1",1.1,1.1,true
"Katyayani Ash Gourd Seeds_Vegitable Seed 100gm x 1","G-164","G-164",1,0.1,true,"Katyayani Ash Gourd Seeds_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Amaranth Seeds (Chawli Bhaji)_Microgreen Seeds 100gm x 1","G-256","G-256",1,0.1,true,"Katyayani Amaranth Seeds (Chawli Bhaji)_Microgreen Seeds 100gm x 1",0.1,0.1,true
"Katyayani Carrot Nantes Seeds (Improved)_Vegitable Seed 100gm x 1","G-150","G-150",1,0.1,true,"Katyayani Carrot Nantes Seeds (Improved)_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Calcium Carbonate 454 gm (1 lb) x 1","G-361","G-361",1,0.454,true,"Katyayani Calcium Carbonate 454 gm (1 lb) x 1",0.454,0.454,true
"Katyayani Acrylate copolymer, 100 gm (3.6 oz) x 1","G-393","G-393",1,0.1,true,"Katyayani Acrylate copolymer, 100 gm (3.6 oz) x 1",0.1,0.1,true
"Katyayani Purple Basil Seeds_Herb seeds 10gm x 1","G-287","G-287",1,0.01,true,"Katyayani Purple Basil Seeds_Herb seeds 10gm x 1",0.01,0.01,true
"Katyayani Licorice Root Powder 454 gm (1lb) x 1","G-459","G-459",1,0.454,true,"Katyayani Licorice Root Powder 454 gm (1lb) x 1",0.454,0.454,true
"Katyayani Thai Basil_Herb seeds 100gm x 1","G-276","G-276",1,0.1,true,"Katyayani Thai Basil_Herb seeds 100gm x 1",0.1,0.1,true
"Katyayani Kale Seeds_Vegitable Seed 100gm x 1","G-136","G-136",1,0.1,true,"Katyayani Kale Seeds_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Sodium silicate  1 ltr x 1","G-479","G-479",1,1.1,true,"Katyayani Sodium silicate  1 ltr x 1",1.1,1.1,true
"Katyayani Green Podded Beans Seeds (Valor)_Vegitable Seed 10gm x 1","G-233","G-233",1,0.01,true,"Katyayani Green Podded Beans Seeds (Valor)_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Amaranth Seeds (Chawli Bhaji)_Vegitable Seed 100gm x 1","G-198","G-198",1,0.1,true,"Katyayani Amaranth Seeds (Chawli Bhaji)_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Zucchini Seeds (Squash)_Vegitable Seed 100gm x 1","G-132","G-132",1,0.1,true,"Katyayani Zucchini Seeds (Squash)_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Bittergourd Seeds (Green Long)_Vegitable Seed 10gm x 1","G-141","G-141",1,0.01,true,"Katyayani Bittergourd Seeds (Green Long)_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Sodium Chloride 1 kg x 1","K-810","K-810",1,1.1,true,"Katyayani Sodium Chloride 1 kg x 1",1.1,1.1,true
"Katyayani Stearic Acid 5 kg x 1","K-832","K-832",1,5.5,true,"Katyayani Stearic Acid 5 kg x 1",5.5,5.5,true
"Katyayani Soap Noodles 400gm x 1","K-797","K-797",1,0.4,true,"Katyayani Soap Noodles 400gm x 1",0.4,0.4,true
"Katyayani Bleaching Powder 1 KG  X 1","K-10521","K-10521",1,1.1,true,"Katyayani Bleaching Powder 1 KG  X 1",1.1,1.1,true
"Katyayani Marjoram Seeds_Herb seeds 10gm x 1","G-289","G-289",1,0.01,true,"Katyayani Marjoram Seeds_Herb seeds 10gm x 1",0.01,0.01,true
"Katyayani Broccoli Seeds_Microgreen Seeds 100gm x 1","G-240","G-240",1,0.1,true,"Katyayani Broccoli Seeds_Microgreen Seeds 100gm x 1",0.1,0.1,true
"Katyayani  Propylene Glycol 250 ml x 1","G-368","G-368",1,0.25,true,"Katyayani  Propylene Glycol 250 ml x 1",0.25,0.25,true
"Katyayani Broad Bean Seeds (Surti Papdi)_Vegitable Seed 10gm x 1","G-213","G-213",1,0.01,true,"Katyayani Broad Bean Seeds (Surti Papdi)_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Arugula Seeds (Rocket Leaves)_Herb seeds 100gm x 1","G-268","G-268",1,0.1,true,"Katyayani Arugula Seeds (Rocket Leaves)_Herb seeds 100gm x 1",0.1,0.1,true
"Katyayani Chives Seeds_Herb seeds 10gm x 1","G-277","G-277",1,0.01,true,"Katyayani Chives Seeds_Herb seeds 10gm x 1",0.01,0.01,true
"Katyayani Papaya seeds_Fruit seeds 10gm x 1","G-291","G-291",1,0.01,true,"Katyayani Papaya seeds_Fruit seeds 10gm x 1",0.01,0.01,true
"Katyayani Snakegourd Seeds_Vegitable Seed 100gm x 1","G-226","G-226",1,0.1,true,"Katyayani Snakegourd Seeds_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Cassia Grandis Seeds - 100 g_Tree and Grass seeds 100gm x 1","G-309","G-309",1,0.1,true,"Katyayani Cassia Grandis Seeds - 100 g_Tree and Grass seeds 100gm x 1",0.1,0.1,true
"Katyayani Cabbage Seeds_Vegitable Seed 10gm x 1","G-169","G-169",1,0.01,true,"Katyayani Cabbage Seeds_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Black Brinjal Seeds (Round)_Vegitable Seed 100gm x 1","G-162","G-162",1,0.1,true,"Katyayani Black Brinjal Seeds (Round)_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Chives Seeds_Herb seeds 100gm x 1","G-278","G-278",1,0.1,true,"Katyayani Chives Seeds_Herb seeds 100gm x 1",0.1,0.1,true
"Katyayani Dishwasher Detergent  454 gm (1 lb) x 1","G-423","G-423",1,0.454,true,"Katyayani Dishwasher Detergent  454 gm (1 lb) x 1",0.454,0.454,true
"Katyayani Gazania Mix Seeds_Flowering Seed 10gm x 1","G-93","G-93",1,0.01,true,"Katyayani Gazania Mix Seeds_Flowering Seed 10gm x 1",0.01,0.01,true
"Katyayani Indian Greens Bundle of 5 Packet_Microgreen Seeds 100gm x 1","G-250","G-250",1,0.1,true,"Katyayani Indian Greens Bundle of 5 Packet_Microgreen Seeds 100gm x 1",0.1,0.1,true
"Katyayani Beetroot Seeds_Vegitable Seed 100gm x 1","G-120","G-120",1,0.1,true,"Katyayani Beetroot Seeds_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Green Brinjal Seeds (Long)_Vegitable Seed 10gm x 1","G-205","G-205",1,0.01,true,"Katyayani Green Brinjal Seeds (Long)_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Turnip Seeds_Vegitable Seed 10gm x 1","G-219","G-219",1,0.01,true,"Katyayani Turnip Seeds_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Teak Seeds (Tectoma Grandis) - 100 g_Tree and Grass seeds 100gm x 1","G-310","G-310",1,0.1,true,"Katyayani Teak Seeds (Tectoma Grandis) - 100 g_Tree and Grass seeds 100gm x 1",0.1,0.1,true
"Katyayani Green Amaranthus Seeds (Green Math)_Microgreen Seeds 10gm x 1","G-257","G-257",1,0.01,true,"Katyayani Green Amaranthus Seeds (Green Math)_Microgreen Seeds 10gm x 1",0.01,0.01,true
"Katyayani  Decyl Glucoside Natural Surfactant,  354 ml x 1","G-405","G-405",1,0.354,true,"Katyayani  Decyl Glucoside Natural Surfactant,  354 ml x 1",0.354,0.354,true
"Katyayani White Onion Seeds_Vegitable Seed 10gm x 1","G-229","G-229",1,0.01,true,"Katyayani White Onion Seeds_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Carbomer 940  113 gm (4 oz) x 1","G-399","G-399",1,0.113,true,"Katyayani Carbomer 940  113 gm (4 oz) x 1",0.113,0.113,true
"Katyayani Dextrin 1 kg x 1","K-741","K-741",1,1.1,true,"Katyayani Dextrin 1 kg x 1",1.1,1.1,true
"Katyayani Potassium Hydroxide 907 gm (2lb) x 1","G-337","G-337",1,0.907,true,"Katyayani Potassium Hydroxide 907 gm (2lb) x 1",0.907,0.907,true
"Katyayani Ashwagandha Root Powder 454 gm (1lb) x 1","G-450","G-450",1,0.454,true,"Katyayani Ashwagandha Root Powder 454 gm (1lb) x 1",0.454,0.454,true
"Katyayani Indian Greens Bundle of 5 Packet_Vegitable Seed 10gm x 1","G-157","G-157",1,0.01,true,"Katyayani Indian Greens Bundle of 5 Packet_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Sodium Erythorbate 284 gm (10oz) x 1","G-335","G-335",1,0.284,true,"Katyayani Sodium Erythorbate 284 gm (10oz) x 1",0.284,0.284,true
"Katyayani Amaranthus Mix Seeds_Flowering Seed 100gm x 1","G-96","G-96",1,0.1,true,"Katyayani Amaranthus Mix Seeds_Flowering Seed 100gm x 1",0.1,0.1,true
"Katyayani Red Round Radish Seeds_Vegitable Seed 10gm x 1","G-171","G-171",1,0.01,true,"Katyayani Red Round Radish Seeds_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani  Tinopal 100 gm x 1","G-447","G-447",1,0.1,true,"Katyayani  Tinopal 100 gm x 1",0.1,0.1,true
"Katyayani French Bean Seeds_Vegitable Seed 100gm x 1","G-124","G-124",1,0.1,true,"Katyayani French Bean Seeds_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Azelaic Acid Powder   120 gm (4 oz) x 1","G-419","G-419",1,0.12,true,"Katyayani Azelaic Acid Powder   120 gm (4 oz) x 1",0.12,0.12,true
"Katyayani  Sodium Lactate 946 ml x 1","G-404","G-404",1,0.946,true,"Katyayani  Sodium Lactate 946 ml x 1",0.946,0.946,true
"Katyayani Desi Carrot Seeds (Long)_Vegitable Seed 10gm x 1","G-153","G-153",1,0.01,true,"Katyayani Desi Carrot Seeds (Long)_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Red Cabbage Seeds_Vegitable Seed 100gm x 1","G-176","G-176",1,0.1,true,"Katyayani Red Cabbage Seeds_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Lettuce Long Leaf  seeds 9000 mg x 1","G-530","G-530",1,0.0099,true,"Katyayani Lettuce Long Leaf  seeds 9000 mg x 1",0.0099,0.0099,true
"Katyayani  Iodine Solution 100 ml x 1","G-430","G-430",1,0.1,true,"Katyayani  Iodine Solution 100 ml x 1",0.1,0.1,true
"Katyayani  Shellac Flakes (preview) 454 gm (1lb) x 1","G-445","G-445",1,0.454,true,"Katyayani  Shellac Flakes (preview) 454 gm (1lb) x 1",0.454,0.454,true
"Katyayani Black Brinjal Seeds (Round)_Vegitable Seed 10gm x 1","G-161","G-161",1,0.01,true,"Katyayani Black Brinjal Seeds (Round)_Vegitable Seed 10gm x 1",0.01,0.01,true
"Katyayani Phosphoric Acid  500 ml x 1","G-456","G-456",1,0.5,true,"Katyayani Phosphoric Acid  500 ml x 1",0.5,0.5,true
"Katyayani Green Amaranthus Seeds (Green Math)_Vegitable Seed 100gm x 1","G-200","G-200",1,0.1,true,"Katyayani Green Amaranthus Seeds (Green Math)_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani  Soy Lecithin 113 gm (4oz) x 1","G-357","G-357",1,0.113,true,"Katyayani  Soy Lecithin 113 gm (4oz) x 1",0.113,0.113,true
"Katyayani GREEN CUCUMBER_Vegitable Seed 100gm x 1","G-210","G-210",1,0.1,true,"Katyayani GREEN CUCUMBER_Vegitable Seed 100gm x 1",0.1,0.1,true
"Katyayani Indian Greens Bundle of 5 Packet_Microgreen Seeds 10gm x 1","G-249","G-249",1,0.01,true,"Katyayani Indian Greens Bundle of 5 Packet_Microgreen Seeds 10gm x 1",0.01,0.01,true
"Katyayani Amino Acid 80% 5 kg x 1","K-6151","K-6151",1,5.5,true,"Katyayani Amino Acid 80% 5 kg x 1",5.5,5.5,true
