"displayName","sku","parentSku","itemQty","grossWeight","is_parent"
"Katyayani TRIPLE ATTACK WP - VBM 1KG x 5","K-5628","K-5626",5,5.5,false
"Katyayani Chloda (Chlorantraniliprole 9.3% + Lambda cyhalothrin 4.6% ZC) 100ml x 5","K-6250","K-6234",5,0.55,false
"Katyayani OUTBURST - Broflanilide 300 G/L SC 17ml x 5","K-6042","K-6041",5,0.0935,false
"Katyayani Dr. Neem 1500 | Neem Oil Insecticide 1500 ppm 1Ltr x 3","K-6106","K-6105",3,3.3,false
"Katyayani Quinex (Quinalphos 25 % EC) 1ltr x 50","K-6254","K-5879",50,55,false
"Katyayani TRIPLE ATTACK WP - VBM 1KG x 3","K-5627","K-5626",3,3.3,false
"Katyayani OZIL (Spiromesifen 22.9% SC) 50ml x 20","K-5612","K-5608",20,1.1,false
"Katyayani npk 20 20 20 960gm x 2","K-15","K-14",2,1.98,false
"Katyayani Pyron (Pyriproxyfen 5% + Diafenthiuron 25% se) 250ml x 12","K-5419","K-5416",12,3.3,false
"Katyayani ACE INDOX (Indoxacarb 14.5% + Acetamiprid 7.7% SC) 100 ml x 50","K-6525","K-6522",50,5.5,false
"Katyayani IMIDAZOLE (Imidacloprid 18.5% + Hexaconazole 1.5% FS) 1 ltr x 20","K-6510","K-6506",20,22,false
"Katyayani npk 20 20 20 460gm x 10","K-12","K-09",10,5.06,false
"Katyayani ASHWAMEDH PLUS (Diafenthiuron 40.1% + Acetamiprid 3.9% WP) 250gm x 12","K-5620","K-5616",12,3.3,false
"Katyayani Fenva 4 | Fenvalerate 0.4% DP Pesticide 25Kg  x 40","K-6118","K-6135",40,1100,false
"Katyayani npk 20 20 20 900gm x 45","K-18","K-09",45,49.5,false
"Katyayani Mix micronutrient 10gm x 50","K-5214","K-5002",50,0.55,false
"Katyayani Propox 80 (propoxur 80% WP) 25 KG x 4","K-6243","K-6237",4,110,false
"Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 250 ml x 2","K-6691","K-6420",2,0.55,false
"Katyayani DEL 11 (Deltamethrin 11% W/W EC) 1 ltr x 20","K-6530","K-6526",20,22,false
"Katyayani Pyron (Pyriproxyfen 5% + Diafenthiuron 25% se) 250ml x 40","K-5421","K-5416",40,11,false
"Katyayani Dr. Neem 10000 | Neem Oil Insecticde 10000 ppm 250 ml x 4","K-6692","K-6420",4,1.1,false
"Katyayani FANTASY GOLD (fipronil 18.87% sc) 1ltr x 20","K-6257","K-6236",20,22,false
"Katyayani Ethiocyper 50  (Ethion 40% + Cypermethrin 5%) 1 ltr x 3","K-6536","K-6535",3,3.3,false
"Katyayani Pyron (Pyriproxyfen 5% + Diafenthiuron 25% se) 250ml x 20","K-5420","K-5416",20,5.5,false
"Katyayani Humic+FULVIC 800gm x 2","K-6054","K-24",2,1.76,false
"Katyayani MITE FREE (fenpyroximate 5% SC) 1Ltr x 3","K-5623","K-5622",3,3.3,false
"Katyayani Pyron (Pyriproxyfen 5% + Diafenthiuron 25% se) 250ml x 4","K-5418","K-5416",4,1.1,false
"Katyayani Vermicompost 950 gm x 10","K-04","K-6358",10,10.45,true
"Katyayani npk 20 20 20 960gm x 10","K-17","K-14",10,9.9,false
"Katyayani yellow traps (30 x 12) 1 Pack x 25","K-5744","K-6360",25,0.55,false
"Katyayani Chloro Dust ( Chloropyrifos 1.5% insecticide Powder) 25Kg  x 40","K-6120","K-6126",40,1100,false
"Katyayani Blue Traps ( 30 x 12) 1 pack x 100","K-5750","K-5747",100,2.2,false
"Katyayani Vermicompost 950 gm x 5","K-03","K-6358",5,5.225,true
"Katyayani Sarvashakti 250ml x 2","K-5709","K-5708",2,0.55,false
"Katyayani Blue Traps ( 30 x 12) 1 Pack x 50","K-5749","K-5747",50,1.1,false
"Katyayani VASISHTA (Thiamethoxam 1% + Chlorantraniliprole 0.5%) 2.5kg x 4","K-5594","K-5592",4,11,false
"Katyayani Humic+FULVIC 800gm x 25","K-5082","K-24",25,22,false
"Katyayani NPK 13 00 45 25kg x 1","K-944","K-939",1,27.5,false
"Katyayani Prom 950gm x 10","K-1110","K-1107",10,10.45,false
"Katyayani Potash Mobilizing Bacteria 1 Ltr x 3","K-90","K-89",3,3.3,false
"Katyayani Calcium Nitrate - Hydroponic 880gm x 1 ","K-865","K-5809",1,0.968,true
"Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 10","K-57","K-54",10,11,false
"Katyayani FE EDTA Iron 450 gm x 4","K-977","K-975",4,1.98,false
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 3","K-94","K-93",3,3.3,false
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 1 Ltr x 3","K-114","K-113",3,3.3,false
"Katyayani Azospirillum spp 1 Ltr x 3","K-78","K-77",3,3.3,false
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 5","K-111","K-109",5,5.5,false
"Katyayani Magnesium Sulfate / Epsom salt 530gm x 2","K-5300","K-5080",2,1.166,false
"Katyayani NPK 13 00 45 470gm x 20","K-943","K-939",20,10.34,false
"Katyayani Boron 20% 400gm x 20","K-156","K-152",20,8.8,false
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 3","K-134","K-132",3,3.3,false
"Katyayani Ferrous Sulphate 970gm x 1","K-5014","K-5060",1,1.067,false
"Katyayani Manganese EDTA 12% 150gm x 3","K-873","K-5307",3,0.495,false
"Katyayani Potassium Nitrate 310gm x 2","K-1173","K-867",2,0.682,false
"Katyayani Boron 20% EDTA 30 GM x 2","K-5309","K-5301",2,0.066,false
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 1000ml x 5","K-68","K-67",5,5.5,false
"Katyayani Rootfast 100 gm x 10","K-1301","K-1298",10,1.1,false
"Katyayani Catalyser - Silicon Super Spreader 250 ml x 2","K-6565","K-31",2,0.55,false
"Katyayani Catalyser - Silicon Super Spreader 900ml x 2","K-33","K-32",2,1.98,false
"Katyayani NPK 13 00 45 950gm x 1","K-1149","K-939",1,1.045,false
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 5","K-99","K-97",5,5.5,false
"Katyayani Catalyser - Silicon Super Spreader 100 ml x 3","K-1144","K-30",3,0.33,false
"Katyayani Bhannat Biostimulant 250ml x 2","K-6407","K-141",2,0.55,false
"Katyayani Organic Potash 950gm x 2","K-1116","K-1115",2,2.09,false
"Katyayani Acetobacter spp 1 Ltr x 10","K-84","K-81",10,11,false
"Katyayani Calcium EDTA 50gm x 200","K-5193","K-5247",200,11,false
"Katyayani Boron 20% 400gm x 2","K-153","K-152",2,0.88,false
"Katyayani Azotobacter spp 1 Ltr x 10","K-76","K-73",10,11,false
"Katyayani Bhannat Biostimulant 1 Ltr  x 10","K-145","K-142",10,11,false
"Katyayani Bhannat Biostimulant 1 Ltr x 5","K-144","K-142",5,5.5,false
"Katyayani Catalyser - Silicon Super Spreader 900ml x 10","K-35","K-32",10,9.9,false
"Katyayani zinc edta 12 % 235gm x 2","K-874","K-5302",2,0.517,false
"Katyayani Organic Potash 50 Kg x 20","K-129","K-5176",20,1100,false
"Katyayani NPK 00 52 34 1kg x 20","K-6291","K-6227",20,22,true
"Katyayani Seaweed Extract Liquid 500ml x 2","K-10508","K-59",2,1.1,false
"Katyayani NPK 00 00 50 470gm x 20","K-949","K-945",20,10.34,false
"Katyayani Seaweed Extract Powder 450gm x 2","K-1154","K-6678",2,0.99,false
"Katyayani Humic+FULVIC 800gm x 4","K-26","K-24",4,3.52,false
"Katyayani Acetobacter spp 1 Ltr x 3","K-82","K-81",3,3.3,false
"Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 10","K-5429","K-126",10,11,false
"Katyayani Mix micronutrient 100gm x 2","K-1171","K-06",2,0.22,false
"Katyayani Rootfast 100 gm x 80","K-1303","K-1298",80,8.8,false
"Katyayani zinc edta 12 % 450gm x 20","K-162","K-158",20,9.9,false
"Katyayani Catalyser - Silicon Super Spreader 900ml x 5","K-34","K-32",5,4.95,false
"Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 3","K-55","K-54",3,3.3,true
"Katyayani Mix micronutrient 1kg x 25","K-5213","K-6633",25,27.5,false
"Katyayani Seaweed Extract Liquid 250ml x 2","K-1126","K-58",2,0.55,false
"Katyayani Copper 12% Edta 450 gm x 2","K-6048","K-6047",2,0.99,false
"Katyayani Seaweed Extract Liquid 25 Ltr x 2","K-64","K-6062",2,55,false
"Katyayani Azospirillum spp 1 Ltr x 5","K-79","K-77",5,5.5,false
"Katyayani compost activator 1 Ltr x 5","K-103","K-101",5,5.5,false
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 5","K-135","K-132",5,5.5,false
"Katyayani NPK 13 00 45 470gm x 4","K-941","K-939",4,2.068,false
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 10","K-140","K-137",10,11,false
"Katyayani Forchlorfenuron 0.1%-(CPPU) 1000ml x 5","K-127","K-126",5,5.5,false
"Katyayani NPK 00 00 50 470gm x 10","K-948","K-945",10,5.17,false
"Katyayani Seaweed Extract Liquid 1 Ltr x 20","K-63","K-5475",20,22,false
"Katyayani NPK 13 00 45 470gm x 2","K-940","K-939",2,1.034,false
"Katyayani Copper EDTA + Molybdenum 7gm x 10","K-931","K-5281",10,0.077,false
"Katyayani Boron 20% EDTA 30gm x 3","K-930","K-5301",3,0.099,false
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 5","K-95","K-93",5,5.5,false
"Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 10","K-88","K-85",10,11,false
"Katyayani Catalyser - Silicon Super Spreader 250 ML x 3","K-1165","K-31",3,0.825,false
"Katyayani Forchlorfenuron 0.1%-(CPPU) 250ml x 3","K-125","K-124",3,0.825,false
"Katyayani zinc edta 12 % 450gm x 2","K-159","K-158",2,0.99,false
"Katyayani Calcium EDTA 470gm x 2","K-1315","K-1314",2,1.034,false
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 3","K-138","K-137",3,3.3,false
"Katyayani NPK 13 00 45 35kg x 1","K-5042","K-939",1,38.5,false
"Katyayani Azotobacter spp 1 Ltr x 5","K-75","K-73",5,5.5,false
"Katyayani NPK 00 00 50 1kg x 10","K-6298","K-5224",10,11,false
"Katyayani Zinc Solubiilizing Bacteria 1 Ltr x 10","K-96","K-93",10,11,false
"Katyayani NPK 00 52 34 1 kg x 5","K-5874","K-6227",5,5.5,false
"Katyayani Mono Potassium Phosphate 310 gm x 2","K-10510","K-871",2,0.682,false
"Katyayani Seaweed Extract Liquid 1000ml x 2","K-5336","K-5475",2,2.2,false
"Katyayani NPK 00 52 34 1kg x 3","K-6289","K-6227",3,3.3,true
"Katyayani Boron 20% EDTA 400gm x 2","K-5331","K-7274",2,0.88,false
"Katyayani Rock Phosphate 950gm x 2","K-1155","K-166",2,2.09,false
"Katyayani Humic+FULVIC 800 gm x 6","K-10503","K-24",6,5.28,false
"Katyayani Humic+FULVIC 800gm x 6","K-1061","K-24",6,5.28,false
"Katyayani npk 19 19 19 470gm x 4","K-1132","K-39",4,2.068,false
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 1 Ltr x 5","K-115","K-113",5,5.5,false
"Katyayani Calcium Nitrate 470gm x 20","K-5011","K-5007",20,10.34,false
"Katyayani Prom 50 Kg x 20","K-128","K-5174",20,1100,false
"Katyayani npk 19 19 19 1 Kg x 5","K-1057","K-1056",5,5.5,false
"Katyayani Calcium Nitrate - Hydroponic 880gm x 2","K-866","K-865",2,1.936,false
"Katyayani Calcium Nitrate 470gm x 2","K-5008","K-5007",2,1.034,false
"Katyayani NPK 00 00 50 470gm x 2","K-946","K-945",2,1.034,false
"Katyayani Humic+FULVIC 800gm x 50","K-1217","K-24",50,44,false
"Katyayani Gibberellic Acid 0.001% PGR 250ml x 3","K-53","K-52",3,0.825,false
"Katyayani Npk 19 19 19 1 kg x 20","K-6288","K-40",20,22,true
"Katyayani Azospirillum spp 1 Ltr x 10","K-80","K-77",10,11,false
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 10","K-136","K-132",10,11,false
"Katyayani Gibberellic Acid 0.001% PGR 250 ml x 2","K-6605","K-52",2,0.55,false
"Katyayani npk 19 19 19 470 gm x 2","K-1131","K-39",2,1.034,false
"Katyayani Epsom Salt 970gm x 2","K-1160","K-1161",2,2.134,false
"Katyayani Bhannat Biostimulant 1 Ltr x 3","K-143","K-142",3,3.3,false
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 1000ml x 2","K-133","K-132",2,2.2,false
"Katyayani Potash Mobilizing Bacteria 1 Ltr x 5","K-91","K-89",5,5.5,false
"Katyayani Calcium Nitrate 470gm x 4","K-5009","K-5007",4,1.98,false
"Katyayani FIX IT - Alpha Naphthyl Acetic Acid 4.5 % SL 250ml x 3","K-131","K-130",3,0.825,false
"Katyayani Organic Potash 950gm x 5","K-1117","K-1115",5,5.225,false
"Katyayani Catalyser - Silicon Super Spreader 100ml x 4","K-1164","K-30",4,0.44,false
"Katyayani npk 19 19 19 1 Kg x 9","K-43","K-40",9,9.9,true
"Katyayani Rhizobium spp 1 Ltr x 5","K-71","K-69",5,5.5,false
"Katyayani Seaweed Extract Liquid 1 Ltr x 10","K-62","K-5475",10,11,false
"Katyayani Azotobacter spp 1 Ltr x 3","K-74","K-73",3,3.3,false
"Katyayani Humic+FULVIC 800 gm x 8","K-10504","K-24",8,7.04,false
"Katyayani Calcium Nitrate 470gm x 10","K-5010","K-5007",10,5.17,false
"Katyayani Boron 20% 400gm x 10","K-155","K-152",10,4.4,false
"Katyayani Ferrous Sulphate 50 Kg x 20","K-5818","K-5060",20,1100,false
"Katyayani Seaweed Extract Liquid 1000ml x 5","K-1162","K-5475",5,5.5,false
"Katyayani npk 19 19 19 470gm x 10","K-1158","K-39",10,5.17,false
"Katyayani Potash Mobilizing Bacteria 1 Ltr x 10","K-92","K-89",10,11,false
"Katyayani Bhannat Biostimulant 250ml x 10","K-6409","K-141",10,2.75,false
"Katyayani NPK 00 00 50 1kg x 3","K-6296","K-5224",3,3.3,false
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 5","K-107","K-105",5,5.5,false
"Katyayani Copper 12% Edta 450 gm x 4","K-6049","K-6047",4,1.98,false
"Katyayani Ferrous Sulphate 950gm x 10","K-5817","K-5060",10,10.45,false
"Katyayani Bhannat Biostimulant 250ml x 5","K-6408","K-141",5,1.375,false
"Katyayani Gibberellic Acid 0.001% PGR 1 Ltr x 5","K-56","K-54",5,5.5,false
"Katyayani Seaweed Extract Liquid 3 Ltr x 1","K-1168","K-5475",1,3.3,false
"Katyayani Ferrous Sulphate 950gm x 5","K-5816","K-5060",5,5.225,false
"Katyayani Mix micronutrient 100gm x 5","K-1170","K-06",5,0.55,false
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 3","K-106","K-105",3,3.3,false
"Katyayani Rootfast 56.7gm x 2","K-5764","K-5443",2,0.12474,false
"Katyayani Ph Up 900 ml x 2","K-985","K-984",2,1.98,false
"Katyayani Copper 12% Edta 450 gm x 20","K-6051","K-6047",20,9.9,false
"Katyayani NPK 00 00 50 1kg x 20","K-6299","K-5224",20,22,false
"Katyayani MYCORRHIZA 1kg x 5","K-5284","K-5325",5,5.5,false
"Katyayani Organic Potash 950 gm x 3","K-6476","K-1115",3,3.135,false
"Katyayani Seaweed Extract Powder 450gm x 4","K-5801","K-6678",4,1.98,false
"Katyayani Calcium EDTA 470gm x 20","K-1318","K-1314",20,10.34,false
"Katyayani Liquid Consortia - Bio NPK 1 Ltr x 10","K-108","K-105",10,11,false
"Katyayani Gibberellic Acid 0.001% PGR 1000ml x 2","K-6566","K-54",2,2.2,false
"Katyayani NPK 00 00 50 1 kg x 2","K-6402","K-5224",2,2.2,true
"Katyayani Organic Potash 10kg x 20","K-5194","K-5098",20,220,false
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 2","K-1142","K-137",2,2.2,false
"Katyayani Rock Phosphate 950GM x 5","K-5898","K-166",5,5.225,false
"Katyayani NPK 00 00 50 470gm x 4","K-947","K-945",4,2.068,false
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 10","K-112","K-109",10,11,false
"Katyayani npk 19 19 19 1 Kg x 10","K-1056","K-40",10,11,true
"Katyayani Trichoderma harzianum 1 ltr x 10","K-465","K-462",10,11,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 62","K-546","K-541",62,55,false
"Katyayani Azoxy (Azoxystrobin 23 % sc) 250ml x 20","K-500","K-495",20,5.5,false
"Katyayani PROPI - Propineb 70% WP 800gm x 5","K-529","K-527",5,4.4,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 250ml x 40","K-1210","K-1139",40,11,false
"Katyayani Azoxy (Azoxystrobin 23 % sc) 500ml x 10","K-5073","K-6720",10,11,false
"Katyayani Seaweed Extract Liquid 5ltr x 5","K-6613","K-6093",5,27.5,false
"Katyayani Rootfast 100gmx 3","K-6063","K-1298",3,0.33,true
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 1 ltr x 3","K-1147","K-67",3,3.3,false
"Katyayani Manganese EDTA 12% 450gm x 3","K-5447","K-6786",3,1.485,true
"Katyayani Mix micronutrient 100gm x 10","K-1172","K-06",10,1.1,false
"Katyayani Epsom Salt 950gm x 5","K-5630","K-165",5,5.225,false
"Katyayani BHUMIRAJA (MYCORRHIZA) 4kg x 5","K-5682","K-5680",5,22,false
"Katyayani Potassium Nitrate 310gm x 3","K-868","K-867",3,1.023,false
"Katyayani Fast - Paclobutrazol 23% SC 1000ml x 10","K-38","K-36",10,11,false
"Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 5","K-87","K-85",5,5.5,false
"Katyayani ZINC SULPHATE 33% 5kg x 4","K-5769","K-5767",4,22,false
"Katyayani Humic+FULVIC 800gm x 5","K-6055","K-24",5,4.4,false
"Katyayani Fast - Paclobutrazol 23% SC 1000ml x 5","K-37","K-36",5,5.5,false
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 10","K-100","K-97",10,11,false
"Katyayani Copper 12% Edta 450 gm x 10","K-6050","K-6047",10,4.95,false
"Katyayani Phosphate Solubilizing Bacteria 1 Ltr x 3","K-86","K-85",3,3.3,false
"Katyayani Ferrous Sulphate 950gm x 2","K-5815","K-5060",2,2.09,false
"Katyayani NPK 00 00 50 1kg x 5","K-6297","K-5224",5,5.5,false
"Katyayani Calcium EDTA 470gm x 10","K-1317","K-1314",10,5.17,false
"Katyayani MIKOCHIN (CHLORMEQUAT CHLORIDE 50% SL) 1 Ltr x 10","K-116","K-113",10,11,false
"Katyayani Organic Potash Farmer 50 KG x 2","K-5808","K-5176",2,110,false
"Katyayani Prom 950gm x 5","K-1109","K-1107",5,5.225,false
"Katyayani Bhannat Biostimulant 250 ml x 3","K-5881","K-141",3,0.825,false
"Katyayani Humic+FULVIC 800gm x 20","K-6056","K-24",20,17.6,false
"Katyayani NPK 13 00 45 470gm x 10","K-942","K-939",10,5.17,false
"Katyayani Seaweed Extract Liquid 1 Ltr x 4","K-61","K-5475",4,4.4,false
"Katyayani Seaweed Extract Liquid 250ml x 3","K-1130","K-58",3,0.825,false
"Katyayani npk 19 19 19 1 Kg  x 3","K-41","K-40",3,3.3,false
"Katyayani Bhannat Biostimulant 250ml x 20","K-6410","K-141",20,5.5,false
"Katyayani Ferrous Sulphate 50KG X 1","K-6242","K-5060",1,55,false
"Katyayani Nutritious - Triacontanol 0.1% EW 1 Ltr x 5","K-139","K-137",5,5.5,false
"Katyayani zinc edta 12 % 450gm x 10","K-161","K-158",10,4.95,false
"Katyayani Seaweed Extract Liquid 80ml x 2","K-5459","K-5458",2,0.176,false
"Katyayani Rootfast 100 gm x 40","K-1302","K-1298",40,4.4,false
"Katyayani compost activator 1 Ltr x 10","K-104","K-101",10,11,false
"Katyayani Organic Potash Farmer 50Kg x 10","K-5054","K-5176",10,550,false
"Katyayani VAM (Vesicular Arbuscular Mycorrhiza) 1 Ltr x 3","K-110","K-109",3,3.3,false
"Katyayani Rootfast 100gm x 4","K-1299","K-1298",4,0.44,false
"Katyayani Boron 20% 400gm x 4","K-154","K-152",4,1.76,false
"Katyayani compost activator 1 Ltr x 3","K-102","K-101",3,3.3,false
"Katyayani Potassium sulfate 100gm x 3","K-872","K-5305",3,0.33,false
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 100 ML X 5","K-1140","K-65",5,0.55,false
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 100ml x 4","K-1128","K-65",4,0.44,false
"Katyayani Acetobacter spp 1 Ltr x 5","K-83","K-81",5,5.5,false
"Katyayani Fast - Paclobutrazol 23% SC 100ml x 5","K-5455","K-5803",5,0.55,false
"Katyayani Concor 250ml x 2","K-1207","K-508",2,0.55,false
"Katyayani NPK 00 52 34 1kg x 10","K-6290","K-6227",10,11,true
"Katyayani Bloom Booster - Homobrassinolide 0.04 % 100ml x 3","K-66","K-65",3,0.33,false
"Katyayani Rhizobium spp 1 Ltr x 10","K-72","K-69",10,11,false
"Katyayani Sulphur & Iron Bacteria 1 Ltr x 3","K-98","K-97",3,3.3,false
"Katyayani Ph Down 900 ml x 2","K-983","K-982",2,1.98,false
"Katyayani Starch superabsorbent WATER HOLD 1 kg x 10","K-6328","K-5173",10,11,false
"Katyayani PROPI - Propineb 70% WP 800gm x 2","K-528","K-527",2,1.76,false
"Katyayani NATURAL GRANULATED SILICA GARDNERS 950gm x 5","K-5424","K-5422",5,5.225,false
"Katyayani NPK 00 00 23 470gm x 2","K-5671","K-5670",2,1.034,false
"Katyayani dismiss (Dimethomorph 50% WP) 200gm x 50","K-524","K-522",50,11,false
"Katyayani CMS 50kg x 2","K-5091","K-5090",2,110,false
"Katyayani PROPI - Propineb 70% WP 100gm x 3","K-5889","K-1181",3,0.33,false
"Katyayani Starch superabsorbent WATER HOLD 5kg x 20","K-5067","K-5806",20,110,false
"Katyayani dismiss (Dimethomorph 50% WP) 200gm x 5","K-523","K-522",5,1.1,false
"Katyayani Manganese Sulphate 1kg x 25","K-5652","K-5649",25,27.5,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 5","K-517","K-515",5,2.2,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 3","K-1211","K-533",3,0.825,false
"Katyayani All in 1 Organic Fungicide 100gm x 20","K-5882","K-442",20,2.2,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 2","K-10514","K-501",2,0.55,false
"Katyayani FE EDTA Iron 450 gm x 2","K-976","K-975",2,0.99,false
"Katyayani Concor 250ml x 12","K-512","K-508",12,3.3,false
"Katyayani NPK 13 40 13 470gm x 4","K-5533","K-5531",4,2.068,false
"Katyayani Manganese Sulphate 1kg x 5","K-5650","K-5649",5,5.5,false
"Katyayani Accel gro Plus (GIBBERELLIC ACID 40% WSG) 6gm x 4","K-6248","K-6232",4,0.0264,false
"Katyayani carbon black 100gm x 5","K-5662","K-5660",5,0.55,false
"Katyayani ZINC SULPHATE 33% 5kg x 2","K-5768","K-5767",2,11,false
"Katyayani Boric Acid 397gm x 2","K-5632","K-5631",2,0.8734,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500Gm x 2","K-1135","K-547",2,1.1,false
"Katyayani All in 1 Organic Fungicide 100 gm x 3","K-10506","K-442",3,0.33,false
"Katyayani Bacillus supp 2% AS 1 ltr x 3","K-479","K-478",3,3.3,false
"Katyayani ETHER 39 (Ethephon 39% SL) 1Ltr x 3","K-5605","K-5604",3,3.3,false
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 4","K-435","K-433",4,1.1,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 20","K-494","K-489",20,5.5,false
"Katyayani NPK 00 00 23 470gm x 4","K-5672","K-5670",4,2.068,false
"Katyayani Bacillus supp 2% AS 1 ltr x 5","K-480","K-478",5,5.5,false
"Katyayani NPK 13 40 13 470gm x 20","K-5535","K-5531",20,10.34,false
"Katyayani Ampelomyces quisqualis 1 ltr x 5","K-468","K-466",5,5.5,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 100gm x 50","K-5277","K-1153",50,5.5,false
"Katyayani Organic PROM Fertilizer 10kg Bucket x 100","K-5134","K-5097",100,1100,false
"Katyayani SULVET - sulphur 80% wdg 1 Kg x 3","K-5891","K-5327",3,3.3,false
"Katyayani Tebusul (Tebuconazole 10 % + sulphur 65 % wg) 500gm x 3","K-555","K-553",3,1.65,false
"Katyayani Organic PROM Fertilizer 10kg Bucket x 10","K-5132","K-5097",10,110,false
"Katyayani Professor (Ametocitradin 27 + Dimethomorph 20.27 SC) 400ml x 10","K-518","K-515",10,4.4,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500gm x 100","K-456","K-547",100,55,false
"Katyayani Trichoderma harzianum 1 ltr x 20","K-5074","K-462",20,22,false
"Katyayani K-RAJA (MYCORRIZA) 100gm x 5","K-5668","K-5567",5,0.55,false
"Katyayani Npk 12 61 00 1kg x 3","K-6300","K-5971",3,3.3,false
"Katyayani FE EDTA Iron 450 gm x 10","K-978","K-975",10,4.95,false
"Katyayani Organic Potash 950gm x 10","K-1118","K-1115",10,10.45,false
"Katyayani Ampelomyces quisqualis 1 ltr x 10","K-469","K-466",10,11,false
"Katyayani SULVET - sulphur 80% wdg 1kg x 5","K-5641","K-5327",5,5.5,false
"Katyayani Concor 250ml x 4","K-510","K-508",4,1.1,false
"Katyayani Paecilomyces Lilacinus 1 ltr x 5","K-476","K-474",5,5.5,false
"Katyayani Prodizol (Propiconazole 13.9 % + Difenoconazole 13.9 %) 250ml x 3","K-502","K-501",3,0.825,false
"Katyayani Samartha - Carbendazim 12 % + Mancozeb 63 % WP 800gm x 2","K-542","K-541",2,1.76,false
"Katyayani dismiss (Dimethomorph 50% WP) 200 gm x 3","K-10516","K-522",3,0.66,false
"Katyayani Meta-manco 400gm x 5","K-5639","K-5041",5,2.2,false
"Katyayani ELPI (Cymoxanil 8 % + Mancozeb 64 % WP) 500 gm x 10","K-550","K-547",10,5.5,false
"Katyayani Azozole (Azoxystrobin 18.2 % + difenoconazole 11.4 % SC) 250ml x 4","K-491","K-489",4,1.1,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 2","K-534","K-533",2,0.55,false
"Katyayani Organic Potash Fertilizer 10kg Bucket x 10","K-5135","K-5098",10,110,false
"Katyayani KTM (THIOPHANATE METHYL 70% WP) 250gm x 20","K-538","K-533",20,5.5,false
"Katyayani Humic Zyme Plus 10kg Bucket x 100","K-5140","K-5878",100,1100,false
"Katyayani Organic Potash Fertilizer 10kg Bucket x 40 ","K-5136","K-5098",40,440,false
"Katyayani SULVET - sulphur 80% wdg 1kg x 50","K-6674","K-5327",50,55,false
"Katyayani All in 1 Organic Fungicide  100gm x 6","K-5330","K-442",6,0.66,false
"Katyayani All in 1 Organic Fungicide 100gm x 4","K-444","K-442",4,0.44,false
"Katyayani Pseudomonas fluorescence 1 ltr x 10","K-473","K-470",10,11,false
"Katyayani Bio Npk consortia powder 1 kg x 10","K-5408","K-5405",10,11,false
"Katyayani Bio Npk consortia powder 1 kg x 3","K-5406","K-5405",3,3.3,false
"Katyayani NPK 00 00 23 1kg x 5","K-6310","K-6308",5,5.5,false
"Katyayani Boost (Propiconazole 25 % EC) 250ml x 40","K-439","K-433",40,11,false
"Katyayani SULVET - sulphur 80% wdg 25 kg x 20","K-952","K-5787",20,550,false
