K-6542,Bowled + Chlorothalonil 75 % WP 30 kg x 1,Katyayani Bowled + Chlorothalonil 75 % WP 30 kg x 1,displayName,,
K-6543,Bowled + Chlorothalonil 75 % WP 50 kg x 1,Katyayani Bowled + Chlorothalonil 75 % WP 50 kg x 1,displayName,,
K-6563,Malathion 95% Technical 5 ltr x 1,Katyayani Malathion 95% Technical 5 ltr x 1,displayName,,
K-6820,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 1,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 1,displayName,,
K-6821,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 2,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 2,displayName,,
K-6822,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 3,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 3,displayName,,
K-6823,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 5,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 5,displayName,,
K-6824,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 10,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 10,displayName,,
K-6825,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 12,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 100ml x 12,displayName,,
K-6945,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 1,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 1,displayName,,
K-6963,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 1,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 1,displayName,,
K-6964,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 2,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 2,displayName,,
K-6965,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 4,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 250 ml x 4,displayName,,
K-6966,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 1,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 1,displayName,,
K-6967,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 2,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 2,displayName,,
K-6968,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 3,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 500 ml x 3,displayName,,
K-6969,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 2,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 2,displayName,,
K-6970,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 5,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 5,displayName,,
K-6971,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 10,Katyayani Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 1 ltr x 10,displayName,,
K-7410,Insectora - Beta-Cyfluthrin + Imidacloprid 300 OD (8.49 + 19.81 % w/w) 5 ltr x 1,Beta-Cyfluthrin 8.49% + Imidacloprid 19.81% w/w OD 5 Ltr  x 1,"displayName,variant_name",,
K-6927,Monocrotophos 36% SL 1 ltr x 1,Katyayani Monocrotophos 36% SL 1 ltr x 1,displayName,,
K-7520,Monocrotophos 36% SL 250 ml x 1,Monocrotophos 36% SL,250 ml,250 ml x 1,displayName
K-7521,Monocrotophos 36% SL 500 ml x 1,Monocrotophos 36% SL,500 ml,500 ml x 1,displayName
K-6933,Lambdacylhalothrin 10% WP + Deltamethrin 2.5% WP 1 kg x 1,Katyayani Lambdacylhalothrin 10% WP + Deltamethrin 2.5% WP 1 kg x 1,displayName,,
K-6947,Clothianidin 50% WG 6 gm x 1,Katyayani Clothianidin 50% WG 6 gm x 1,"displayName,bulk",,
K-6948,Clothianidin 50% WG 6 gm x 3,Katyayani Clothianidin 50% WG 6 gm x 3,"displayName,bulk",,
K-6949,Clothianidin 50% WG 6 gm x 5,Katyayani Clothianidin 50% WG 6 gm x 5,"displayName,bulk",,
K-6950,Clothianidin 50% WG 6 gm x 10,Katyayani Clothianidin 50% WG 6 gm x 10,"displayName,bulk",,
K-7015,Clothianidin 50% WG 6 gm x 100,Katyayani Clothianidin 50% WG 6 gm x 100,"displayName,bulk",,
K-7016,Clothianidin 50% WG 6 gm x 200,Katyayani Clothianidin 50% WG 6 gm x 200,"displayName,bulk",,
K-6951,Cyfluthrin 10% WP 5kg x 1,Katyayani Cyfluthrin 10% WP 5kg x 1,displayName,,
K-6952,Cyfluthrin 10% WP 5kg x 2,Katyayani Cyfluthrin 10% WP 5kg x 2,displayName,,
K-6953,Cyfluthrin 10% WP 5kg x 3,Katyayani Cyfluthrin 10% WP 5kg x 3,displayName,,
K-6954,Cyfluthrin 10% WP 5kg x 5,Katyayani Cyfluthrin 10% WP 5kg x 5,displayName,,
K-6955,Cyfluthrin 10% WP 5kg x 100,Katyayani Cyfluthrin 10% WP 5kg x 100,displayName,,
K-6956,Cyfluthrin 10% WP 5kg x 200,Katyayani Cyfluthrin 10% WP 5kg x 200,displayName,,
K-6957,Cyphenothrin 5% EC 1 ltr x 1,Katyayani Cyphenothrin 5% EC 1 ltr x 1,"displayName,bulk",,
K-6958,Cyphenothrin 5% EC 1 ltr x 3,Katyayani Cyphenothrin 5% EC 1 ltr x 3,"displayName,bulk",,
K-6959,Cyphenothrin 5% EC 1 ltr x 5,Katyayani Cyphenothrin 5% EC 1 ltr x 5,"displayName,bulk",,
K-6960,Cyphenothrin 5% EC 1 ltr x 10,Katyayani Cyphenothrin 5% EC 1 ltr x 10,"displayName,bulk",,
K-6961,Cyphenothrin 5% EC  1 ltr x 50,Katyayani Cyphenothrin 5% EC 1 ltr x 50,"displayName,bulk",,
K-6962,Cyphenothrin 5% EC  1 ltr x 100,Katyayani Cyphenothrin 5% EC 1 ltr x 100,"displayName,bulk",,
K-7076,Temephos Technical  50 ml x1,Temephos Technical 50 ml x1,displayName,,
K-7418,,,sub_category,,
K-7419,,,sub_category,,
K-7420,,,sub_category,,
K-7421,,,sub_category,,
K-7422,,,sub_category,,
K-7423,,,sub_category,,
K-7424,,,sub_category,,
K-7425,,,sub_category,,
K-7542,,,sku,,
K-7543,,,sku,,
G-422,Tween 20 170 ml x 1,Katyayani Tween 20 170 ml x 1,displayName,,
G-423,Dishwasher Detergent  454 gm (1 lb) x 1,Katyayani Dishwasher Detergent  454 gm (1 lb) x 1,displayName,,
G-424,Acetone   473 ml x 1,Katyayani   Acetone   473 ml x 1,displayName,,
G-425,Ferric Chloride 1 ltr x 1,Katyayani Ferric Chloride 1 ltr x 1,displayName,,
G-426,Sulfamic Acid 454 gm (1lb) x 1,Katyayani Sulfamic Acid 454 gm (1lb) x 1,displayName,,
G-427,Baquacil Flocculant  700 ml x 1,Katyayani Baquacil Flocculant  700 ml x 1,displayName,,
G-428,Foaming Agent 1 ltr x 1,Katyayani Foaming Agent 1 ltr x 1,displayName,,
G-429,One Step No Rinse Cleanser  454 gm (1lb) x 1,Katyayani   One Step No Rinse Cleanser  454 gm (1lb) x 1,displayName,,
G-430,Iodine Solution 100 ml x 1,Katyayani  Iodine Solution 100 ml x 1,displayName,,
G-390,Magnesium Aluminium Silicate Powder 141 gm (5 oz) x 1,Katyayani Magnesium Aluminium Silicate Powder 141 gm (5 oz) x 1,displayName,,
G-391,Alpha Arbutin Powder  28 gm (1oz) x 1,Katyayani  Alpha Arbutin Powder  28 gm (1oz) x 1,displayName,,
G-392,Kojic Acid Dipalmitate Powder1.05 Oz 100 gm (3.6 oz) x 1,Katyayani Kojic Acid Dipalmitate Powder1.05 Oz 100 gm (3.6 oz) x 1,displayName,,
G-393,"Acrylate copolymer, 100 gm (3.6 oz) x 1","Katyayani Acrylate copolymer, 100 gm (3.6 oz) x 1",displayName,,
G-394,Glycolic Acid Powder 100 gm (3.6 oz) x 1,Katyayani Glycolic Acid Powder 100 gm (3.6 oz) x 1,displayName,,
G-395,Ferulic Acid Powder(1 Oz/ 28 Grams) 28 gm (1oz) x 1,Katyayani Ferulic Acid Powder(1 Oz/ 28 Grams) 28 gm (1oz) x 1,displayName,,
G-396,Vitamin B12 Powder  113 gm (4 oz) x 1,Katyayani Vitamin B12 Powder  113 gm (4 oz) x 1,displayName,,
G-397,Vitamin A Powder 113 gm (4 oz) x 1,Katyayani Vitamin A Powder 113 gm (4 oz) x 1,displayName,,
G-398,Vitamin C 63 gm (2.2 oz) x 1,Katyayani Vitamin C 63 gm (2.2 oz) x 1,displayName,,
G-760,Vitamin C 63 gm (2.2 oz) x 2,Katyayani Vitamin C 63 gm (2.2 oz) x 2,displayName,,
G-399,Carbomer 940  113 gm (4 oz) x 1,Katyayani Carbomer 940  113 gm (4 oz) x 1,displayName,,
G-400,Iron Oxide Powder 57 gm (2 oz) x 1,Katyayani  Iron Oxide Powder 57 gm (2 oz) x 1,displayName,,
G-401,Hyaluronic Acid Powder-Sodium Hyaluronate  30 gm ( 1.05 oz) x 1,Katyayani  Hyaluronic Acid Powder-Sodium Hyaluronate  30 gm ( 1.05 oz) x 1,displayName,,
G-402,Disodium EDTA 85 gm (3 oz) x 1,Katyayani Disodium EDTA 85 gm (3 oz) x 1,"displayName,sub_category",,
G-403,Benzyl Alcohol  250 ml x 1,Katyayani Benzyl Alcohol  250 ml x 1,displayName,,
G-404,Sodium Lactate 946 ml x 1,Katyayani  Sodium Lactate 946 ml x 1,displayName,,
G-405,"Decyl Glucoside Natural Surfactant,  354 ml x 1","Katyayani  Decyl Glucoside Natural Surfactant,  354 ml x 1",displayName,,
G-406,Phenoxyethanol 118 ml x 1,Katyayani Phenoxyethanol 118 ml x 1,displayName,,
G-407,Sodium Cocoyl Isethionate (SCI) Powder 600 gm (21 oz) x 1,Katyayani Sodium Cocoyl Isethionate (SCI) Powder 600 gm (21 oz) x 1,displayName,,
G-408,HydroxyEthyl Cellulose 255 gm (9 oz) x 1,Katyayani  HydroxyEthyl Cellulose 255 gm (9 oz) x 1,displayName,,
G-409,Sodium Lauryl Sulfate 454 gm (1lb) x 1,Katyayani  Sodium Lauryl Sulfate 454 gm (1lb) x 1,displayName,,
G-410,Stearic Acid 454 gm (1lb) x 1,Katyayani  Stearic Acid 454 gm (1lb) x 1,displayName,,
G-411,Katyayani Zinc Oxide 454 gm (1lb) x 1,Katyayani  Zinc Oxide 454 gm (1lb) x 1,displayName,,
G-412,Bentonite Clay Powder 113 gm ( 4oz) x 1,Katyayani  Bentonite Clay Powder 113 gm ( 4oz) x 1,displayName,,
G-413,Green Clay powder 454 gm (1lb) x 1,Katyayani Green Clay powder 454 gm (1lb) x 1,displayName,,
G-414,Organic Neem Powder 227 gm (8 oz) x 1,Katyayani  Organic Neem Powder 227 gm (8 oz) x 1,displayName,,
G-415,White Kaolin  454 gm (16oz) x 1,Katyayani White Kaolin  454 gm (16oz) x 1,displayName,,
G-416,Pumice Powder  227 gm (8 oz) x 1,Katyayani Pumice Powder  227 gm (8 oz) x 1,displayName,,
G-417,Turmeric Powder 397 gm (14oz) x 1,Katyayani Turmeric Powder 397 gm (14oz) x 1,displayName,,
G-418,sodium Gluconate Powder 120 gm (4 oz) x 1,Katyayani sodium Gluconate Powder 120 gm (4 oz) x 1,displayName,,
G-419,Azelaic Acid Powder   120 gm (4 oz) x 1,Katyayani Azelaic Acid Powder   120 gm (4 oz) x 1,displayName,,
G-421,Kelp Powder 120 gm (4 oz) x 1,Katyayani  Kelp Powder 120 gm (4 oz) x 1,displayName,,
G-704,GMS Powder 100 gm (3.52 oz) x 2,Katyayani GMS Powder 100 gm (3.52 oz) x 2,displayName,,
G-322,Boron Citrate Powder 100gm x 1,Katyayani Boron Citrate Powder 100gm x 1,displayName,,
G-323,Calcium Bentonite Clay Powder 907gm x 1,Katyayani  Calcium Bentonite Clay Powder 907gm x 1,displayName,,
G-324,Potassium Sorbate 453gm x 1,Katyayani Potassium Sorbate 453gm x 1,displayName,,
G-325,Yeast Nutrient 453gm x 1,Katyayani Yeast Nutrient 453gm x 1,displayName,,
G-326,"Acai Powder,  227gm x 1","Katyayani  Acai Powder,  227gm x 1",displayName,,
G-327,Niacin Powder - Vitamin B3 Supplement  453 gm (1lb) x 1,Katyayani Niacin Powder - Vitamin B3 Supplement  453 gm (1lb) x 1,displayName,,
G-328,Tocopherol Acetate Vitamin E Alpha  340 gm (12oz) x 1,Katyayani  Tocopherol Acetate Vitamin E Alpha  340 gm (12oz) x 1,displayName,,
G-329,Acesulfame k powder 340 gm (12oz) x 1,Katyayani  Acesulfame k powder 340 gm (12oz) x 1,displayName,,
G-330,Dihydromyricetin Powder 100 gm (3.5oz) x 1,Katyayani Dihydromyricetin Powder 100 gm (3.5oz) x 1,displayName,,
G-331,Vitamin E 200 gm (0.4lb) x 1,Katyayani Vitamin E 200 gm (0.4lb) x 1,displayName,,
G-332,Butterfly Pea Flower Powder 127 gm (4.5 oz) x 1,Katyayani  Butterfly Pea Flower Powder 127 gm (4.5 oz) x 1,displayName,,
G-333,Potassium Metabisulfite 113 gm (4 oz) x 1,Katyayani Potassium Metabisulfite 113 gm (4 oz) x 1,displayName,,
G-334,Red Cabbage Powder 453 gm (1lb) x 1,Katyayani Red Cabbage Powder 453 gm (1lb) x 1,displayName,,
G-335,Sodium Erythorbate 284 gm (10oz) x 1,Katyayani Sodium Erythorbate 284 gm (10oz) x 1,displayName,,
G-336,Agar Agar Powder    453 gm (1lb) x 1,Katyayani Agar Agar Powder    453 gm (1lb) x 1,displayName,,
G-337,Potassium Hydroxide 907 gm (2lb) x 1,Katyayani Potassium Hydroxide 907 gm (2lb) x 1,displayName,,
G-338,Silicon Dioxide 1 kg (2.2 lb) x 1,Katyayani  Silicon Dioxide 1 kg (2.2 lb) x 1,displayName,,
G-339,Trisodium Phosphate (TSP)  340 gm (12 oz) x 1,Katyayani Trisodium Phosphate (TSP)  340 gm (12 oz) x 1,displayName,,
G-340,Sodium Sulfate  227 gm (8oz) x 1,Katyayani Sodium Sulfate  227 gm (8oz) x 1,displayName,,
G-341,Dextrin 114 gm(4 oz) x 1,Katyayani Dextrin 114 gm(4 oz) x 1,displayName,,
G-342,"Xanthan Gum, 227 gm (8oz) x 1","Katyayani Xanthan Gum, 227 gm (8oz) x 1",displayName,,
G-343,Alpha Lipoic Acid Powder 100 gm (3.52 oz) x 1,Katyayani Alpha Lipoic Acid Powder 100 gm (3.52 oz) x 1,displayName,,
G-344,Charcoal Powder 453 gm (1lb) x 1,Katyayani Charcoal Powder 453 gm (1lb) x 1,displayName,,
G-345,Sorbitol Powder  227 gm (8oz) x 1,Katyayani Sorbitol Powder  227 gm (8oz) x 1,displayName,,
G-346,Ajinomoto 454 gm (1 lb) x 1,Katyayani  Ajinomoto 454 gm (1 lb) x 1,displayName,,
G-347,Alum Powder 454 gm (1 lb) x 1,Katyayani Alum Powder 454 gm (1 lb) x 1,displayName,,
G-348,Ammonium Bicarbonate 113 gm (4oz) x 1,Katyayani  Ammonium Bicarbonate 113 gm (4oz) x 1,displayName,,
G-349,corn starch 454 gm (16 oz) x 1,Katyayani  corn starch 454 gm (16 oz) x 1,displayName,,
G-350,Cream of Tartar 170 gm (6 oz) x 1,Katyayani  Cream of Tartar 170 gm (6 oz) x 1,displayName,,
G-351,GMS Powder 100 gm (3.52 oz) x 1,Katyayani  GMS Powder 100 gm (3.52 oz) x 1,displayName,,
G-352,Monosodium Glutamate 454 gm (1 lb x 1,Katyayani  Monosodium Glutamate 454 gm (1 lb) x 1,"displayName,variant_name",,
G-353,Potato Starch 595 gm (21 oz) x 1,Katyayani  Potato Starch 595 gm (21 oz) x 1,displayName,,
G-354,Sodium Saccharin 907 gm (2 lb) x 1,Katyayani Sodium Saccharin 907 gm (2 lb) x 1,displayName,,
G-355,Sodium Alginate 113 gm (4oz) x 1,Katyayani  Sodium Alginate 113 gm (4oz) x 1,displayName,,
G-356,Sodium Sulphate 454 gm (1 lb) x 1,Katyayani  Sodium Sulphate 454 gm (1 lb) x 1,displayName,,
G-357,Soy Lecithin 113 gm (4oz) x 1,Katyayani  Soy Lecithin 113 gm (4oz) x 1,displayName,,
G-358,Tamarind Seed Powder 454 gm (1 lb) x 1,Katyayani  Tamarind Seed Powder 454 gm (1 lb) x 1,displayName,,
G-359,Tartaric Acid 400 gm (14 oz) x 1,Katyayani Tartaric Acid 400 gm (14 oz) x 1,"displayName,sub_category",,
G-360,Thick - It 284 gm ( 10 oz) x 1,Katyayani  Thick - It 284 gm ( 10 oz) x 1,displayName,,
G-361,Calcium Carbonate 454 gm (1 lb) x 1,Katyayani Calcium Carbonate 454 gm (1 lb) x 1,displayName,,
G-362,Potassium Bicarbonate 454 gm (1 lb) x 1,Katyayani Potassium Bicarbonate 454 gm (1 lb) x 1,displayName,,
G-363,Guar Gum Powder 284 gm (10 oz) x 1,Katyayani Guar Gum Powder 284 gm (10 oz) x 1,displayName,,
G-364,Essential Oxygen+ Hydrogen Peroxide  473 ml x 1,Katyayani Essential Oxygen+ Hydrogen Peroxide  473 ml x 1,displayName,,
G-365,Malic Acid 227 gm (8oz) x 1,Katyayani Malic Acid 227 gm (8oz) x 1,"displayName,sub_category",,
G-366,Citric Acid  454 gm (1 lb) x 1,Katyayani Citric Acid  454 gm (1 lb) x 1,displayName,,
G-367,"Spirulina Powder,  454 gm (1 lb) x 1","Katyayani Spirulina Powder,  454 gm (1 lb) x 1",displayName,,
G-368,Propylene Glycol 250 ml x 1,Katyayani  Propylene Glycol 250 ml x 1,displayName,,
K-583,Weed killer 250ml x 1,Katyayani Weed killer 250ml x 1 ,"displayName,variant_name",,
K-584,Weed killer 250ml x 3,Katyayani Weed killer 250ml x 3,displayName,,
K-585,Weed killer 250ml x 4,Katyayani Weed killer 250ml x 4,displayName,,
K-586,Weed killer 250ml x 12,Katyayani Weed killer 250ml x 12,displayName,,
K-587,Weed killer 250ml x 20,Katyayani Weed killer 250ml x 20,displayName,,
K-5262,Weed killer 5Ltr x 1,Katyayani Weed killer 5Ltr x 1,displayName,,
K-5226,Weed killer 500ml x 1,Katyayani Weed killer 500ml x 1,displayName,,
K-5021,Weed killer 1 ltr x 1,Katyayani Weed killer 1 ltr x 1,displayName,,
K-599,Garuda ( Bispyribac Sodium 10 % SC ) 100ml x 1,Katyayani Garuda 100ml x 1,displayName,,
K-600,Garuda ( Bispyribac Sodium 10 % SC ) 100ml x 3,Katyayani Garuda 100ml x 3,displayName,,
K-601,Garuda ( Bispyribac Sodium 10 % SC ) 1 ltr x 1,Katyayani Garuda 1 ltr x 1,displayName,,
K-602,Garuda ( Bispyribac Sodium 10 % SC ) 1 ltr x 5,Katyayani Garuda 1 ltr x 5,displayName,,
K-603,Garuda ( Bispyribac Sodium 10 % SC ) 1 ltr x 10,Katyayani Garuda 1 ltr x 10,displayName,,
K-604,Imaza (Imazethapyr 10% SL) 1 ltr x 1,Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 1,displayName,,
K-605,Imaza (Imazethapyr 10% SL) 1 ltr x 3,Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 3,displayName,,
K-606,Imaza (Imazethapyr 10% SL) 1 ltr x 5,Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 5,displayName,,
K-607,Imaza (Imazethapyr 10% SL) 1 ltr x 10,Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 10,displayName,,
K-608,Imaza (Imazethapyr 10% SL) 1 ltr x 50,Katyayani Imaza (Imazethapyr 10% SL) 1 ltr x 50,displayName,,
K-994,Pendimethalin 38.7 % cs-PENDA - Herbicide 700 ML X 1,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700 ML X 1,displayName,,
K-995,Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 4,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 4,displayName,,
K-996,Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 7,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 7,displayName,,
K-997,Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 14,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700ml x 14,displayName,,
K-1306,Pendimethalin 38.7 % cs-PENDA - Herbicide 700 Ml x 50,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700 Ml x 50,"displayName,grossWeight,netWeight",,
K-1307,Pendimethalin 38.7 % cs-PENDA - Herbicide 700 Ml x 100,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 700 Ml x 100,"displayName,grossWeight,netWeight",,
K-5919,Pendimethalin 38.7 % cs-PENDA - Herbicide 1ltr x 1,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 1ltr x 1,displayName,,
K-6124,Pendimethalin 38.7 % cs-PENDA - Herbicide 5 Ltr x 1,Katyayani Pendimethalin 38.7 % cs-PENDA - Herbicide 5 Ltr x 1,displayName,,
K-612,OXYFEN - OXYFLOURFEN 23.5 % EC  100ml x 1,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  100ml x 1 ,"displayName,variant_name",,
K-613,OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 1,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 1,displayName,,
K-614,OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 2,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 2,displayName,,
K-615,OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 4,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 4,displayName,,
K-616,OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 12,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 12,displayName,,
K-617,OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 20,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 20,displayName,,
K-618,OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 40,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  250ml x 40,displayName,,
K-5294,OXYFEN - OXYFLOURFEN 23.5 % EC  300ml x 1,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  300ml x 1,displayName,,
K-5332,OXYFEN - OXYFLOURFEN 23.5 % EC  100ml x 2,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  100ml x 2,displayName,,
K-6074,OXYFEN - OXYFLOURFEN 23.5 % EC  1ltr x 1,Katyayani OXYFEN - OXYFLOURFEN 23.5 % EC  1ltr x 1,displayName,,
K-619,PENZA - Pendimethalin 30% + Imazethapyr 2% EC 1 ltr x 1,Katyayani PENZA 1 ltr x 1,displayName,,
K-620,PENZA - Pendimethalin 30% + Imazethapyr 2% EC 1 ltr x 3,Katyayani PENZA 1 ltr x 3,displayName,,
K-621,PENZA - Pendimethalin 30% + Imazethapyr 2% EC 1 ltr x 5,Katyayani PENZA 1 ltr x 5,displayName,,
K-622,PENZA - Pendimethalin 30% + Imazethapyr 2% EC 1 ltr x 10,Katyayani PENZA 1 ltr x 10,displayName,,
K-623,PENZA - Pendimethalin 30% + Imazethapyr 2% EC 1 ltr x 50,Katyayani PENZA 1 ltr x 50,displayName,,
K-1099,PENZA - Pendimethalin 30% + Imazethapyr 2% EC 1 ltr x 100,Katyayani PENZA 1 ltr x 100,displayName,,
K-7563,,,sku,,
K-624,Metribuzin 70% WP - METZIN 250gm x 1,Katyayani Metribuzin 70% WP - METZIN 250gm x 1,displayName,,
K-625,Metribuzin 70% WP - METZIN 250gm x 3,Katyayani Metribuzin 70% WP - METZIN 250gm x 3,displayName,,
K-626,Metribuzin 70% WP - METZIN 250gm x 4,Katyayani Metribuzin 70% WP - METZIN 250gm x 4,displayName,,
K-627,Metribuzin 70% WP - METZIN 1 Kg x 5,Katyayani Metribuzin 70% WP - METZIN 1 Kg x 5,displayName,,
K-628,Metribuzin 70% WP - METZIN 1 Kg x 10,Katyayani Metribuzin 70% WP - METZIN 1 Kg x 10,displayName,,
K-629,Metribuzin 70% WP - METZIN 50 kg x 1,Katyayani Metribuzin 70% WP - METZIN 50 kg x 1,displayName,,
K-6090,Metribuzin 70% WP - METZIN 1kg x 1,Katyayani Metribuzin 70% WP - METZIN 1kg x 1,displayName,,
K-648,Metribuzin 70% WP - METZIN 500gm x 1,Katyayani Metribuzin 70% WP - METZIN 500gm x 1,displayName,,
K-630,katyayani paddy Guard 250 MLx 1,Katyayani paddy Guard 250 MLx 1,displayName,,
K-631,katyayani paddy Guard 250ml x 2,Katyayani paddy Guard 250ml x 2,displayName,,
K-5367,katyayani paddy Guard 500ml x 1,Katyayani paddy Guard 500ml x 1,displayName,,
K-632,katyayani paddy Guard 250ml x 3,Katyayani paddy Guard 250ml x 3,displayName,,
K-633,katyayani paddy Guard 250ml x 4,Katyayani paddy Guard 250ml x 4,displayName,,
K-634,katyayani paddy Guard 250ml x 7,Katyayani paddy Guard 250ml x 7,displayName,,
K-635,katyayani paddy Guard 250ml x 12,Katyayani paddy Guard 250ml x 12,displayName,,
K-636,katyayani paddy Guard 250ml x 20,Katyayani paddy Guard 250ml x 20,displayName,,
K-637,katyayani paddy Guard 250ml x 40,Katyayani paddy Guard 250ml x 40,displayName,,
K-6341,Fenox - fenoxaprop-p-ethyl 9.3 % EC 1 ltr x 1,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 1 ltr x 1,displayName,,
K-638,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 1,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 1,displayName,,
K-639,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 2,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 2,displayName,,
K-640,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 3,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 3,displayName,,
K-641,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 4,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250ml x 4,displayName,,
K-1127,Fenox - fenoxaprop-p-ethyl 9.3 % EC 250 ml X 5,Katyayani Fenox - fenoxaprop-p-ethyl 9.3 % EC 250 ml X 5,displayName,,
